brand,tweet_id,username,user_display,text,created_at,like_count,retweet_count,reply_count,lang,hashtags,mentions,is_retweet
Mustika Ratu,1865577769226362971,yvdi_X,Name (and Brain) Cannot Be Blank,"Mustika Ratu tuh produknya bagus2 terutama shampoo nya tapi packagingnya nggak banget.
Coba deh hire konsultan. Benchmark ke Sensatia Botanicals atau sejenisnya yg sesama local brand.
MR punya potensi buat jadi The Body Shop nya Indonesia.",2024-12-08 02:02:55,0,0,0,in,,,False
Mustika Ratu,1856463334360658035,azmiism,jumijumi,"Lagian pada percaya banget sama skincare keluaran baru yg overclaim, dan gembar gembor. 
Yooo, ada brand gede kek wardah, viva, mustika ratu, yg literally udah puluhan tahun di Indonesia.",2024-11-12 22:25:24,9,2,1,in,,,False
Mustika Ratu,1844250068553171225,mineyoongiluv,Mine 🥢 •kinda ia•,"For your information ya nder, ada brand namanya Mustika Ratu sama Sariayu yg dari dulu udah pakai bahan alami indonesia. Coba cek itu dikemasan ada namanya daun pegagan, buah merang, mangir, bengkoang, cendana, cem ceman, dll.",2024-10-10 05:34:15,3,0,0,in,,,False
Mustika Ratu,1844184414408015911,solremifai,holymolymaylily ☘️,"Coba cari brand skincare Mustika Ratu, Purbasari, Sariayu, Viva, Herborist. Itu semua brand lokal yang pake bahan lokal asli Indonesia. Bahkan ada brand body mist (bukan masuk skincare sih) dia pake bunga-bunga lokal merk Puteri dari Mustika Ratu.",2024-10-10 01:13:22,0,0,1,in,,,False
Mustika Ratu,1843996921830216170,jiseuluesij,Jiseulery 💚💫 지슬,"cape bgt gue drama owner per owneran skincare di Indonesia.. plis kalian para owner baru, contoh tuh ownernya mustika ratu, viva, sariayu, dan brand"" lawas lainnya yang masih bertahan sampai skrg, ga flexing dan publik juga gatau kehidupan mereka kayak gimana",2024-10-09 12:48:20,0,0,0,in,,,False
Mustika Ratu,1832939699260068298,Ahyaroe,Ahyaroe,"@Hujandisenja Kalau aku perhatiin, Brand Mustika Ratu cuma naik iklan dan promosi setahun sekali saat Pemilihan Puteri Indonesia aja.",2024-09-09 00:30:53,1,0,0,in,,Hujandisenja,False
Mustika Ratu,1783333006427758713,beritajatimcom,beritajatim,"Profil dan Sejarah Mustika Ratu, Brand Kecantikan Mooryati Soedibyo. 👇

Indonesia berduka atas meninggalnya Mooryati Soedibyo, pendiri perusahaan kecantikan terkemuka, Mustika Ratu, pada… https://t.co/X3UJQDT9x1 #Ragam #mooryatisoedibyo #MustikaRatu #profil via @beritajatimcom",2024-04-25 03:11:36,0,0,0,in,"Ragam,mooryatisoedibyo,MustikaRatu,profil",beritajatimcom,False
Mustika Ratu,1783002634154381780,detikjatengcom,detikJateng,"Mooryati Soedibyo, sosok di balik Mustika Ratu, brand kecantikan asli Indonesia yang berjaya hingga kini telah tutup usia pada hari ini di usia 96 tahun.

Simak perjalanan hidupnya di visual berikut, detikers.

#mooryatisoedibyo #mustikaratu #rip #keratonsolo #detikjateng https://t.co/tBmoH9bZXb",2024-04-24 05:18:49,12,3,18,in,"mooryatisoedibyo,mustikaratu,rip,keratonsolo,detikjateng",,False
Mustika Ratu,1782956767938519282,kompascom,Kompas.com,"Inilah profil Mooryati Soedibyo, pendiri brand kosmetik Mustika Ratu dan kontes kecantikan Puteri Indonesia yang meninggal di usia 96 tahun. https://t.co/CBxFAL8xBm",2024-04-24 02:16:33,0,1,0,in,,,False
Mustika Ratu,1782950802463838666,PR_Kuningan,Pikiran Rakyat Kuningan,"Kabar Duka! Pendiri Brand Mustika Ratu Mooryati Soedibyo Meninggal Dunia, Jadi Pencetus Ajang Puteri Indonesia https://t.co/rfzmtmZyow 

#MustikaRatu #Innalillahi #MooryatiSoedibyo #meninggaldunia #kabarduka #pikiranrakyatkuningan",2024-04-24 01:52:51,1,0,0,in,"MustikaRatu,Innalillahi,MooryatiSoedibyo,meninggaldunia,kabarduka,pikiranrakyatkuningan",,False
Mustika Ratu,1737992975173791930,citrayolanda_,Citra Yolanda,"Wardah, Mustika Ratu, Sariayu, dan Emina. Siapa yang menurut kalian pantas menjadi Best Brand di Indonesia? Berikan pendapatmu dengan menggunakan hashtag ! 💄 💅 🏻 💁 🏻 ‍ ♀ ️",2023-12-22 00:26:30,0,0,0,in,,,False
Mustika Ratu,1693952341349990908,plumpypum,puma,"Mau racunin lip cream lokal dari brand legend Indonesia ; Beauty Queen by Mustika Ratu 😍

Ini tuh super pigmented, 1x layer aja udah bisa nutupin warna asli bibir yg gelap sekalipun

Gak bikin kering karena ada kandungan skincare di dalamnya 💯

#pumereview 
#racuninmakeup https://t.co/QG7fdWBaWr",2023-08-22 11:44:44,133,120,55,in,"pumereview,racuninmakeup",,False
Mustika Ratu,1693525755056235006,Indibizkti,Indibiz Kawasan Timur Indonesia,"Yuk intip rahasia kesuksesan brand lokal Mustika Ratu yang masih eksis hingga sekarang menjadi pionir di industri kecantikan ditengah gempuran brand lokal dan Internasional yang baru😍

Coba spill brand yang menurut kalian sama hebatnya dengan Brand Mustika Ratu😌👇🏻

#indibiz https://t.co/jIVpY5e13u",2023-08-21 07:29:38,4,3,0,in,indibiz,,False
Mustika Ratu,1691821443049463992,vellawlesskin,vella 𝞋𝞎,"BRAND LEGEND INDONESIA PUNYA LIP MATTE SECAKEP INIII 

semua orng kudu tau apalagi para ibu² yg bucin sama Mustika Ratu. Lip mattenya enak bgt di bibir. 
✅ ga kering
✅ ga ngecrack di bibir
✅ transferproof 
✅ TERPENTING RINGAN DI BIBIR https://t.co/Mq2WmD8OiS",2023-08-16 14:37:19,213,229,10,in,,,False
Mustika Ratu,1680138911736266753,henimujaa,oriflame kendari,"bersama Wardah, Mustika Ratu, Pixy, dan Jafra.

kebayang gak dr sekian banyaknya brand kosmetik yg beredar di Indonesia baik lokal maupun import yg sudah berlabel halal, hanya 5 yg masuk nominasi. 

dan Oriflame menjadi NO. 1 sbg Favorite Halal Brand di Indonesia; mengalahkan ...",2023-07-15 08:55:06,0,0,1,in,,,False
Mustika Ratu,1667395141722832898,hayddengemz,"Say, Hay 👋🍉 | Beauty Learner","Umur udah masuk dekade ke-3 udah fokus ke perawatan anti aging.
Aku lagi coba serum baru dan ternyata ini keluar brand legendaris Indonesia yaitu Mustika Ratu, mengandung #7WonderBenefits dengan formula advance natural active ingredients. Ada 5 varian serum.
#racuninskincare https://t.co/a007HpEBCO",2023-06-10 04:55:55,49,42,3,in,"7WonderBenefits,racuninskincare",,False
Mustika Ratu,1666607396876357632,InvestorID,Investor Daily,"Gandeng Mustika Ratu Entertainment, BCA Tunjuk Puteri Indonesia sebagai Brand Ambassador  https://t.co/xebFvVF76f",2023-06-08 00:45:42,0,0,0,in,,,False
Mustika Ratu,1666297687204040706,WartaEkonomi,Warta Ekonomi,"Gandeng Mustika Ratu Entertainment, BCA Tunjuk Puteri Indonesia sebagai Brand Ambassador https://t.co/ZbU4vGzacu",2023-06-07 04:15:01,1,0,0,in,,,False
Mustika Ratu,1570992367909629954,mojokdotco,Mojok.co,"Mustika Ratu adalah salah satu pelopor brand kecantikan lokal di Indonesia. Brand ini punya banyak banget produk yang memungkinkan kalian melakukan perawatan kecantikan sendiri di rumah, mulai dari lulur hingga krem masker. #TerminalMojok https://t.co/6fzfeltoxk",2022-09-17 04:25:42,6,0,0,in,TerminalMojok,,False
Mustika Ratu,1552533133735899136,OhLeeya,xmxlix,"Emina ni brand Indonesia rupanya. Banyak ek makeup brand Indo yang fames kat sini. Implora, Wardah. Dulu-dulu mak akak pakai Mustika Ratu. Yang lagi best semua murah-murah. Hahsghs.",2022-07-28 05:55:18,2,0,2,in,,,False
Mustika Ratu,1515274765023719427,joe_phantom3350,JEP 🇲🇨,"Bagi perempuan Indonesia,, yuk dukung produk2 Dalam Negeri yg sdh terbukti kualitasnya seperti produk2 kosmetik kecantikan dr Mustika Ratu.

Selain itu, produk2 brand Mustika Ratu dijamin bebas dr politisasi berikut agamisasi krn Mustika Ratu hadir utk semua wanita Nusantara 🇲🇨 https://t.co/lqWsJyBEzK",2022-04-16 10:23:51,9,5,3,in,,,False
Mustika Ratu,1468927584733839365,ProVokasi_UI,Program Pendidikan Vokasi UI,"Dengan Pembicara kita:
👨🏻‍💼 Prof. Azril Azhari. Ph.D. (Ketua Ikatan Cendikiawan Pariwisata Indonesia)
👩🏼‍💼 Eva Tobing (Co-Founder &amp; Director &amp; Co- Director of membership development BIMASENA)
👨🏻‍💼 Dewangga Teguh Jiwandono (Brand Sr. Mustika Ratu)",2021-12-09 12:56:42,0,0,1,in,,,False
Mustika Ratu,1443439982765428738,inaproductcom,inaproduct.com,Nama Mustika Ratu dikenal oleh masyarakat Indonesia sejak 1975. Merek ini mampu bertahan menjadi brand kecantikan yang kuat di berkat sosok Mooryati Soedibyo yang lahir di Surakarta dan merupakan keturunan bangsawan. https://t.co/AiWotpzS27,2021-09-30 04:58:04,2,1,1,in,,,False
Mustika Ratu,1436223680514723865,kompascom,Kompas.com,"Sejarah baru Indonesia di Burgas, Bulgaria peluncuran produk kecantikan kebanggaan Indonesia dari brand Mustika Ratu dan Taman Sari. https://t.co/9Pf6cLphmd",2021-09-10 07:03:03,1,0,0,in,,,False
Mustika Ratu,1423851797366591489,vvvoyvjoy,vjoy,@hrdbacot New connected indonesia. Terjamin bangetttt Orang2 nya super duper baik. Dulu juga pernah bekerja sama sama mustika ratu. Banyak brand juga yang kerja sama dengan agency ini. Lokasi nya di BSD ya.,2021-08-07 03:41:37,0,0,0,in,,hrdbacot,False
Mustika Ratu,1417990145018523655,_1510ice,Babibubaba,"@SyahidahDarmawi You can try hair oil, rambut saya pun sama, susah kali nak sikat tapi i pakai cemceman hair oil by mustika ratu. This Indonesia brand, but really help my hair",2021-07-21 23:29:30,0,0,1,in,,SyahidahDarmawi,False
Mustika Ratu,1395922836103917571,AlannaEloa,Alanna Eloa,"I used to have these products, Mustika Ratu brand from Indonesia. 
Peeling Mundisari, paste and soap types.
Masker Bengkoang. 
Roses type what's that, can't recall them each one now.🤣
For Shower and skin rejuvenation. Damn marvellous feelings I swear. https://t.co/9vp7Q5DlXA",2021-05-22 02:01:53,0,0,0,en,,,False
Mustika Ratu,1389987669766070274,yourloyalsinner,krtyn ⁷🌙🐳,"yang pure asli indonesia pabriknya di sini dan yang punya juga di sini: wardah brand(makeover,emina,crystallure from paragon),sariayu,mustika ratu. dan yang lain2.",2021-05-05 16:57:39,0,0,0,in,,,False
Mustika Ratu,1329683174901698562,mustikaratucorp,Mustika Ratu Corporate,"Sebagai icon brand kecantikan lokal Indonesia yang didirikan oleh DR. BRA. Mooryati Soedibyo, Mustika Ratu (MRAT) terus mendukung kemajuan industri mode tanah air.",2020-11-20 07:09:07,0,0,1,in,,,False
Mustika Ratu,1287742779481882624,Yolandaa98,YooLa,"@Morticiach @senjakopipromag @uuukorapat @livjunkie Akirnya ad yg sepemikiran. Kl emg pgn go inter sih g mslh, skalian aj ship WW. Tp ini kan kaga :') gimmickny cintai produk lokal, tp marketing full inggris. Esensinya hilang. Gw lbh ngehargai brand kaya mustika ratu yg sangat Indonesia jd kerasa lokalnya.",2020-07-27 13:32:58,4,0,1,in,,Morticiach,False
Mustika Ratu,1262687980965072898,milkyxland,gigi • ｷﾞｷﾞ🍭,"@Achaicha96_ @rakcoo btw sebenernya alesan kenapa aku pilih2 merk itu karena aku strictly use no animal testing product cha.

kalo indonesia yg aman di aku cuma sariayu ama mustika ratu, dan aku masih pake jg dua brand itu.",2020-05-19 10:14:08,0,0,1,in,,Rakcoo,False
Mustika Ratu,1246546039961604097,RetnoNissa1999,Maybe Yes Maybe No,Klo pun jadi Brand Ambassador produknya Mustika Ratu sihh gpp yaa. Tpi pengen liat Siwon jadi juri Puteri Indonesia soalnya Siwon punya kegiatan sosial yang bagus sebagai duta UNICEF,2020-04-04 21:11:50,1,0,0,in,,,False
Mustika Ratu,1234658910696378368,yourloyalsinner,krtyn ⁷🌙🐳,"sariayu dan mustika ratu ini brand beneran dibikin di indonesia. 

tone warnanya masuk ke kulit koneng bangsat-sawo blenyek kebanyakan pere indo.",2020-03-03 01:56:37,0,0,1,in,,,False
Mustika Ratu,1215489232027951104,WatsonsIndo,Watsons Indonesia,"H-1 Day Left!

Don’t forget to come to Meet &amp; Greet event with Mustika Ratu New Brand Ambassador amandamanopo at @watsonsindo Pondok Indah Mall 2 on Jan 10'th 2020.
.
So come and join us! If you can’t come, go watch… https://t.co/eBwW0fFB98",2020-01-10 04:23:10,0,0,5,en,,WatsonsIndo,False
Mustika Ratu,1172177427411415040,puterindonesia_,Official Puteri Indonesia,"As Brand Ambassador for Mustika Ratu Irak - 2nd Runner Up Miss Kurdistan 2018 miryan.official gives special certificate about Organizational Of Humanitarian for Founder of Puteri Indonesia Foundation, Mrs. Hj. DR… https://t.co/tr84Ubz1y2",2019-09-12 15:57:31,0,0,0,en,,,False
Mustika Ratu,1172140756909395969,puterindonesia_,Official Puteri Indonesia,Meet and Greet with Puteri Indonesia Lingkungan 2019 - @MissSupranatl Indonesia 2019 @jesicafitriana with Brand Ambassador for Mustika Ratu Irak - 2nd Runner Up Miss Kurdistan 2018 miryan.official at Sarinah. Miss… https://t.co/3h7yewhrOG,2019-09-12 13:31:48,0,0,0,in,,,False
Mustika Ratu,1154416028803305472,bosaaden,Aden,"Pembukaan franchise ini dihadiri juga oleh Putri Indonesia Pariwisata 2019 Jesica Fitriana sebagai Brand Ambassador Mustika Ratu dan juga diwakili oleh kehadiran Tim Co branding WI Kemenpar yg terus berekspansi sampai ke perbatasan
#PesonaIndonesia
#Wond… https://t.co/HqW4ayG3E1",2019-07-25 15:40:03,0,0,0,in,"PesonaIndonesia,Wond",,False
Mustika Ratu,1154413855730094080,KemenPariwisata,Kementerian Pariwisata,"Pembukaan franchise ini dihadiri juga oleh Putri Indonesia Pariwisata 2019 Jesica Fitriana sebagai Brand Ambassador Mustika Ratu dan juga diwakili oleh kehadiran Tim Co branding WI Kemenpar yg terus berekspansi sampai ke perbatasan
#PesonaIndonesia
#WonderfulIndonesia https://t.co/JJ02lTVEWs",2019-07-25 15:31:25,3,0,1,in,"PesonaIndonesia,WonderfulIndonesia",,False
Mustika Ratu,1123476258963238912,GuardianID,Guardian Indonesia,"Super Weekend Deals Makeup hadir lg! Banyak bangett promo kosmetik yg siap bikin kamu kalap! Brand apa aja sih yg diskon? Ada Lakme, Wardah, Wardah Insta Perfect, Emina, dan Mustika Ratu Beauty Queen. Promonya jg menarik banget lho! Klik gambar di bawah untuk tau info lengkapnya! https://t.co/jIvXdqGeOa",2019-05-01 06:36:27,1,1,0,in,,,False
Mustika Ratu,1123476059943571456,GuardianID,Guardian Indonesia,"Super Weekend Deals Makeup hadir lg! Banyak bangett promo kosmetik yg siap bikin kamu kalap! Brand apa aja sih yg diskon? Ada Lakme, Wardah, Wardah Insta Perfect, Emina, dan Mustika Ratu Beauty Queen. Promonya jg menarik banget lho! Klik gambar di bawah untuk tau info lengkapnya! https://t.co/0gRcgpRTXX",2019-05-01 06:35:40,0,3,1,in,,,False
Mustika Ratu,1114071534123900928,elma_1304,mael,"Dan, ada lagi siapa yang tidak tahu brand Mustika Ratu? Pasti familiar. Ternyata pemiliknya pun meraih gelar doktor yang ia peroleh dari Universitas Indonesia, bahkan peraih gelar doktor tertua di Indonesia yang masuk rekor MURI Indonesia. Yap beliau ada Ibu Mooryati Soedibyo.",2019-04-05 07:45:26,0,0,1,in,,,False
Mustika Ratu,1011182728866344960,puterindonesia_,Official Puteri Indonesia,"OFFICIAL ANNOUNCEMENT:

Yayasan Puteri Indonesia and PT. Mustika Ratu, Tbk, As an owner brand of Puteri Indonesia and has a responsible right to manage both winners and all finalists of… https://t.co/s5DZDee3QX",2018-06-25 09:42:04,4,2,0,en,,,False
Mustika Ratu,990073569852801024,auliasoebardi,she is,"Kenapa ya brand eropa lebih jago bikin wewangian melati sambac dibanding brand-brand indonesia yg padahal kulturnya akrab dg melati sambac.
Buatan oriflame/body shop jauh lebih mirip melati asli ketimbang buatan mustika ratu misalnya 😐",2018-04-28 03:41:48,0,0,1,in,,,False
Mustika Ratu,824866993748652033,naadiahusna,sobat boba,"Ayo doong Mineral Botanica, Wardah, Sari Ayu, Mustika Ratu, Make Over dan semua local brand Indonesia Raya. Bikin skin care starter pack",2017-01-27 06:29:51,0,0,0,in,,,False
Mustika Ratu,778493942857814016,MustikaPuteriID,Mustika Puteri,"PT Mustika Ratu Tbk, kembali memborong 3 penghargaan bergengsi Indonesia Best Brand Awards (IBBA) https://t.co/4ve8CqxQQx",2016-09-21 07:19:54,1,0,1,in,,,False
Mustika Ratu,615084533365522432,puterindonesia_,Official Puteri Indonesia,"Miss Universe Indonesia 2014 ,
Elvira Devinamira - Brand Ambasador Mustika Ratu dalam Kampanye "" AYO… https://t.co/NxhIG9HVEU",2015-06-28 09:09:15,0,0,0,in,,,False
Mustika Ratu,615084257787121664,puterindonesia_,Official Puteri Indonesia,"Brand Ambasador Jamu Mustika Ratu ❤️
"" AYO MINUM JAMU ""
Puteri Indonesia Intelegensia 2015 - Olvah… https://t.co/ZjuX19SO3T",2015-06-28 09:08:09,0,0,0,in,,,False
Mustika Ratu,614697005911289856,DPIdaMU,DPI da MU,"Miss Universe Indonesia 2014 ,
Elvira Devinamira - Brand Ambasador Mustika Ratu dalam Kampanye "" AYO MINUM JAMU ""... http://t.co/TWZsskBrAx",2015-06-27 07:29:21,0,0,0,in,,,False
Mustika Ratu,614693280241074176,angkasamega,Mega angkasa,"Miss Universe Indonesia 2014 ,
Elvira Devinamira - Brand Ambasador Mustika Ratu dalam Kampanye "" AYO… https://t.co/kiofFyETGJ",2015-06-27 07:14:33,0,0,0,in,,,False
Mustika Ratu,614676117144895488,DPIdaMU,DPI da MU,"Brand Ambassador Jamu Mustika Ratu

Top 5 Puteri Indonesia 2015 &amp; Puteri Indonesia Intelegensia - Olvah Alhamid... http://t.co/XyYXUQsQZC",2015-06-27 06:06:21,0,0,0,in,,,False
Mustika Ratu,566071213949059072,swamediainc,SWA Media Inc.,"CEO PT. Mustika Ratu Tbk, memberikan testimoni dalam Indonesia Best Brand Award 2013 http://t.co/SgR5KKjpzS #MajalahSWA #SWAMagazine",2015-02-13 03:07:49,0,1,0,in,"MajalahSWA,SWAMagazine",,False
Mustika Ratu,562542382579593216,PakaiIndonesia,IG: @PakaiIndonesia,Untuk decorative atau make up ada dari mustika ratu yang brand nya Moor's dan PAC,2015-02-03 09:25:30,0,0,0,in,,,False
Mustika Ratu,537456647845597185,puterindonesia_,Official Puteri Indonesia,"Puteri Indonesia 2014, Elvira Devinamira.... selain menjadi brand ambasador Mustika Ratu ia juga… http://t.co/dcHRONPB3x",2014-11-26 04:03:44,0,0,0,in,,,False
Mustika Ratu,516968787862499328,Century21Griya,North Jakarta Agents,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/GvCYlbkESb,2014-09-30 15:12:18,0,0,0,in,,,False
Mustika Ratu,516965770421477376,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/swv0ZC3YkH,2014-09-30 15:00:19,1,1,0,in,,,False
Mustika Ratu,516948667618426881,wahyu_26_wibowo,wahyu setyo wibowo,"""@e_CIPUTRA: Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/4vHeHZtEPy""",2014-09-30 13:52:21,0,0,0,in,,e_CIPUTRA,False
Mustika Ratu,516920437947633664,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/swv0ZC3YkH,2014-09-30 12:00:10,0,0,0,in,,,False
Mustika Ratu,516875171274031106,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/swv0ZC3YkH,2014-09-30 09:00:18,0,1,0,in,,,False
Mustika Ratu,516829814007668736,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/swv0ZC3YkH,2014-09-30 06:00:04,0,1,0,in,,,False
Mustika Ratu,516784638904107010,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/swv0ZC3YkH,2014-09-30 03:00:33,0,2,0,in,,,False
Mustika Ratu,512834184457748480,limhantono1,Lim Hantono,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/eCz0miYfes,2014-09-19 05:22:52,0,0,0,in,,,False
Mustika Ratu,512819662317293568,AyopreneurID,AyoPreneurdotcom,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/RE6JyvHlQi,2014-09-19 04:25:09,0,0,0,in,,,False
Mustika Ratu,512819661977563137,CiputraWay,Ir. Ciputra,Mustika Ratu Raih Penghargaan 'Indonesia Best Brand' http://t.co/C0YX1H2wC0,2014-09-19 04:25:09,0,1,0,in,,,False
Mustika Ratu,512774157780533248,Tiket_KA,Tiket Kereta Api,"#TuitIndonesia Mustika Ratu Kembali Raih ""Best Brand Award 2014"" #Indonesia #Tuit",2014-09-19 01:24:20,0,0,0,in,"TuitIndonesia,Indonesia,Tuit",,False
Mustika Ratu,479025392599437314,MBeautyPageants,MAJOR BEAUTY PAGEANTS,"#MissUniverse2014

Miss Universe Indonesia 2014, Elvira Devinamira as Brand Ambasador Mustika Ratu. http://t.co/hOGQUHjbMc",2014-06-17 22:18:48,0,0,0,es,MissUniverse2014,,False
Mustika Ratu,458208665669877760,mustikaratuIND,MustikaRatuIND,"Selain sebagai Puteri Indonesia Pariwisata 2009, @AyuPratiwi juga Brand Ambassador Mustika Ratu Indonesia lho :) #MUSTALK",2014-04-21 11:40:33,0,0,1,in,MUSTALK,AyuPratiwi,False
Mustika Ratu,446321476157702144,sash_factor,Sash Factor International,Puteri IndonesiA 2014 Elvira Wirayanti's photoshoot as brand ambassador of Mustika Ratu (Photo credits to the... http://t.co/GItvdRhPev,2014-03-19 16:25:06,0,0,0,in,,,False
Mustika Ratu,446315298971738112,MsUniverseCrown,Miss Universe Crown,Puteri Indonesia 2014 Elvira Wirayanti's Photoshoot as brand ambassador of Mustika Ratu ( photo credits to the ow... http://t.co/2etXIMt5Ma,2014-03-19 16:00:34,0,0,0,in,,,False
Mustika Ratu,439670009191993344,DPIdaMU,DPI da MU,"Puteri Indonesia 2014 - Brand Ambasador Mustika Ratu , shooting for TV3 Malaysia .

#Marvin http://t.co/n4wxXX3hSX",2014-03-01 07:54:33,0,0,0,in,Marvin,,False
Mustika Ratu,341798237059051520,DyasCM,Dyas Cahaya Mariansyah,Brand Ambassador ala-ala Puteri Indonesia. Reus~  (at Graha Mustika Ratu) — http://t.co/9mWze1BWwO,2013-06-04 06:07:04,0,0,0,in,,,False
Mustika Ratu,315429150632587264,rkniawann,INDONESIA,"wah, gtu ya? wkwkw..jadi malu ya :3 RT @RealMissPuput: @rkniawann itu anak brand mustika ratu -_____-",2013-03-23 11:45:44,0,0,0,in,,"realmisspuput,rkniawann",False
Mustika Ratu,315427123865190400,rkniawann,INDONESIA,"maaf ya, kita cintanya sama brand Mustika Ratu :P RT @RealMissPuput: @rkniawann bagusan pake dewi sri spa X)",2013-03-23 11:37:41,0,0,1,in,,"realmisspuput,rkniawann",False
Mustika Ratu,287894049535438848,ulvihardianti,Ulfi Hardianti,"Setelah nyoba berbagai macam merk masker, emg paling enak Mustika Ratu.. Brand indonesia ternyata lebih enak.. :D",2013-01-06 12:11:04,0,0,0,in,,,False
Mustika Ratu,210392615479283712,Wickorow,Wicky Wicko,Pemilihan Putri Indonesia diselenggarakan oleh Yayasan Putri Indonesia bekerjasama dengan brand produk kecantikan Mustika Ratu,2012-06-06 15:28:03,0,0,0,in,,,False
