brand,tweet_id,username,user_display,text,created_at,like_count,retweet_count,reply_count,lang,hashtags,mentions,is_retweet
Tokopedia,1903835146794700927,ShinnnWolfard,shinstoree,"WTS PARFUM BRAND NICHE

ORIGINAL AZZARO THE MOST WANTED EDP

preloved guys, tapi masih banyak isinya(cuman dipake sedikit)

Bisa kirim kirim lewat tokopedia ke seluruh Indonesia 🇮🇩 !!

Harga miring dari aslinyaa

#azzaro #zonauangᅠᅠᅠ  #perfume #zonauang #themostwanted https://t.co/h6Mhmgs7oy",2025-03-23 15:44:05,1,1,0,in,"azzaro,zonauangᅠᅠᅠ,perfume,zonauang,themostwanted",,False
Tokopedia,1903283748675997698,milodarkco,mey Nov🪄😶‍🌫️,"@tokopedia Ada promo:
- Flash Sale Raya 50%
- Gratis ongkir Rp0 seluruh Indonesia
- Pasti Diskon 50% .
ada cashback dan diskon spesial Super Brand Day, belanja jadi makin puas #RamadanEkstraSeru 
@tokopedia",2025-03-22 03:13:01,0,0,0,in,RamadanEkstraSeru,"tokopedia,tokopedia",False
Tokopedia,1903283654790631604,milodarkco,mey Nov🪄😶‍🌫️,"@tokopedia Ada promo:
- Flash Sale Raya 50%
- Gratis ongkir Rp0 seluruh Indonesia
- Pasti Diskon 50% 
ada cashback dan diskon spesial Super Brand Day, belanja jadi makin puas. #RamadanEkstraSeru 
@tokopedia",2025-03-22 03:12:39,0,0,0,in,RamadanEkstraSeru,"tokopedia,tokopedia",False
Tokopedia,1903283596594647408,milodarkco,mey Nov🪄😶‍🌫️,"@tokopedia Ada promo:
- Flash Sale Raya 50%
- Gratis ongkir Rp0 seluruh Indonesia
- Pasti Diskon 50% 
ada cashback dan diskon spesial Super Brand Day, belanja jadi makin puas #RamadanEkstraSeru 
@tokopedia",2025-03-22 03:12:25,0,0,0,in,RamadanEkstraSeru,"tokopedia,tokopedia",False
Tokopedia,1900809452095504844,OPPOIndonesia,OPPO Indonesia,"✨ SUPER BRAND DAY ✨

Beli OPPO makin #EkstraSeru di TikTok Shop by Tokopedia! 📱💚

🔥 Diskon s.d. 50%
🔥 NEW! OPPO A5 Pro 5G
🔥 LIVE EXCLUSIVE bareng Afdhal Yusmann

Jangan sampai kelewatan, yuk check out sekarang! 🚀 https://t.co/5l2ZMRSwIb",2025-03-15 07:21:03,43,8,3,in,EkstraSeru,,False
Tokopedia,1898982667275952326,OPPOIndonesia,OPPO Indonesia,"Rayakan Ramadan dengan penawaran spesial di OPPO Super Brand Day! 🌙💚

✨ Diskon hingga 50%
🎁 Kesempatan mendapatkan Enco Air4

Jangan lewatkan! Yuk, #MakeYourMoment dengan OPPO sekarang! 📱💫

📍 Tersedia di OPPO Indonesia Official Store di Tokopedia &amp; TikTok Shop.",2025-03-10 06:22:03,22,6,2,in,MakeYourMoment,,False
Tokopedia,1896442430767104510,OPPOIndonesia,OPPO Indonesia,"✨ Super Brand Day OPPO ✨
Rayakan Ramadan dengan OPPO dan buat momenmu lebih spesial! 🌙💚

📱 Diskon hingga 50%
🎁 Kesempatan untuk mendapatkan Enco Air4

Jangan sampai kelewatan, promo eksklusif ini hanya tersedia di OPPO Indonesia Official Store di Tokopedia &amp; TikTok Shop!",2025-03-03 06:08:04,22,3,0,in,,,False
Tokopedia,1894679662309290170,ASUS_Indonesia,ASUS Indonesia,"Super Brand Day ASUS di Tokopedia! Nikmati diskon hingga 800k di Ramadhan ini. Dapatkan laptop keren seperti Zenbook 14 OLED UX3405MA dan Vivobook S 14 OLED M5406UA.

Sudah berbasis Windows 11 Home dan Copilot+ PC. Yuk, beli di Tokopedia sekarang! https://t.co/cPUYjOqQVS https://t.co/VwGDvnpzUz",2025-02-26 09:23:27,2,0,2,in,,,False
Tokopedia,1894271965768421664,OPPOIndonesia,OPPO Indonesia,"Buat setiap momen lebih istimewa dengan OPPO Super Brand Day! ✨

Nikmati diskon hingga 50% dan dapatkan Magnetic Case + Wallet Timnas Indonesia Edition senilai hingga Rp799.000! 🎁🔥

Jangan lewatkan! Beli sekarang di OPPO Indonesia Official Store di Tokopedia &amp; TikTok Shop.",2025-02-25 06:23:25,16,2,2,in,,,False
Tokopedia,1872239735198097457,ruki_yahea,🩺Ruki Yahea V-Doctor🎙RYVD ON SPOTIFY,"Untuk brand-brand seperti @Fantech_World @ASUS_Indonesia @hondaisme @tokopedia jika ada yang mengatasnamakan content creator @exuwolfenshire untuk kerjasama, jangan diterima. Dia pelaku pelecehan seksual",2024-12-26 11:15:12,108,7,2,in,,"Fantech_World,ASUS_Indonesia,hondaisme,tokopedia,exuwolfenshire",False
Tokopedia,1866350397650252091,ulasbrand,ulas BRAND,"Top 5 Platform belanja online yang paling sering digunakan masyarakat Indonesia

Shopee -&gt; 50.50%
Lazada -&gt; 13.30%
Tokopedia -&gt; 10.40%
Bukalapak -&gt; 7.60%
Blibli -&gt; 6.60%

Kalian sering pakai yang mana?",2024-12-10 05:13:04,12,4,4,in,,,False
Tokopedia,1860098810703413604,eajw00ah,jema fesbuk,"31. 2021 Artist to Watch in
32. 2021 Euro Kpop Award
33. 2021 TTA BEST ARTIST (UNITED KINGDOM)
34. 2021 LINE TODAY K! Update Choice
35. 2021 TOKOPEDIA K-POP AWARDS
36. 2021 Brand Of The Year Award
37. 2021 Indonesia Halyu Fans Choice Awards",2024-11-22 23:11:30,0,0,1,en,,,False
Tokopedia,1858144897846690237,aelfonsus,aldo,"jual PS5 Digital Slim, Brand New In Box Segel Resmi Sony Indonesia (1 unit) Beli di official store Sony, garansi resmi Sony Indonesia 1 tahun, pembelian 5 november 2024 (invoice digital ada) Baru, masih segel, blm dibuka. cod semarang 7,1jt, via shopee tokopedia 7.550.000 https://t.co/PqhJIxZdrP",2024-11-17 13:47:20,0,0,1,in,,,False
Tokopedia,1858130023045317024,aelfonsus,aldo,"jual PS5 Digital Slim, Brand New In Box Segel Resmi Sony Indonesia (1 unit) Beli di official store Sony, garansi resmi Sony Indonesia 1 tahun, pembelian 5 november 2024 (invoice digital ada) Baru, masih segel, blm dibuka. cod semarang 7,1jt, via shopee tokopedia 7.550.000 https://t.co/BVGZK4IU72",2024-11-17 12:48:14,0,0,0,in,,,False
Tokopedia,1853736133781315939,Lenovo_ID,Lenovo Indonesia,"Hanya di hari ini! Dapatkan penawaran spesial Tokopedia Super Brand Day untuk pembelian laptop Lenovo.

Meluncur sekarang ke Lenovo Official Tokopedia untuk cek promonya.

Berlaku hanya 5 November 2024. So, let's go!

Link: https://t.co/tbbkzY5jt3 https://t.co/jjwFFMmRxZ",2024-11-05 09:48:29,1,1,0,in,,,False
Tokopedia,1850404596604096764,cs_freetag,C S,"@tokopedia Waktu Indonesia Belanja (WIB) 
Spesial Happy hour  diskon 30%
Kenapa aku mau HP OPPO A3 pengen coba brand ini sapa tw bagus, semoga dapet nih hape, siap buat review deh 
#WaktuIndonesiaBelanja #OPPOA3SeriesdiTokopedia #OPPOLayarKuatKelasMiliter",2024-10-27 05:10:09,0,0,0,in,"WaktuIndonesiaBelanja,OPPOA3SeriesdiTokopedia,OPPOLayarKuatKelasMiliter",tokopedia,False
Tokopedia,1844186241165820058,shopatyaya_,Yaya | Personal Shopper Indonesia 🇮🇩🇲🇾,"Don't forget yap, today is last day for special promo RM5 OFF from Yaya✨✨

Shopee Indo, Tokopedia bagi banyak promo 10.10 from fashion, perfume,beauty brand, and others😍

Korang yg nak beli from barang Indo boleh roger Yaya yap https://t.co/uyZvgN5we6 

#yayannouncement",2024-10-10 01:20:37,4,2,0,in,yayannouncement,,False
Tokopedia,1843630775918637194,shopatyaya_,Yaya | Personal Shopper Indonesia 🇮🇩🇲🇾,"Don't forget today Yaya have a special promo RM 5 OFF for orders from Yaya starting from 8 October to 10 October✨✨

Korang yg nak beli barang from Indo boleh roger Yaya okiee😉😉

#yayannouncement",2024-10-08 12:33:24,5,1,0,en,yayannouncement,,False
Tokopedia,1840983246907064339,GuardianID,Guardian Indonesia,"Hari ini ada promo Super Brand Day! Produk-produk Kafh diskon hingga 30%, top spenders, dan free gift juga!🤩👀 Berlaku di Shopee/Tokopedia Guardian Official🛒 Promo berlaku 1 - 5 Oct'24. https://t.co/LFs8CDttuV",2024-10-01 05:13:04,0,2,0,in,,,False
Tokopedia,1840981058537603536,Hope_shine218,Elle ♡ Hope 🪞🎨 Killin' it 🎯🐿️ (slow),"@cyb3rpunkt Yess 2 years ago 🤧 they deleted the post on instagram but it was an ad for tokopedia, local marketplace in Indonesia, they had BTS as their brand ambassador for quite a long time, i think from 2019 to 2023 https://t.co/DWdCj3OiRY",2024-10-01 05:04:22,2,0,0,en,,cyb3rpunkt,False
Tokopedia,1839920528292999475,Visaluxindo,Visalux Indonesia,"We Are Here !

Visalux telah hadir di Shopee dan Tokopedia !

Mari, kunjungi official store kami di kedua platform dengan nama ""Visalux Official Store"" dan temukan berbagai produk elektrikal.

Visalux - Leading Indonesia Electrical &amp; Lighting Brand

#VISALUX
#VisaluxIndonesia https://t.co/vDX2e38wWM",2024-09-28 06:50:12,2,1,0,in,"VISALUX,VisaluxIndonesia",,False
Tokopedia,1838332935201837499,iwakbabanam101,番石榴香蕉,"https://t.co/FOw8PUYOtx

This is coffee produced in Indonesia. This coffee has the Worcas brand. You can buy it from online stores in Indonesia, for example Tokopedia.",2024-09-23 21:41:40,0,0,0,en,,,False
Tokopedia,1835541264164360625,astroharis,🌲,"Ini bakal tayang di TV atau cuma di internet kayak iklan Tokopedia @BudiBukanIntel @VRchama ?

Mungkin gak pernah kebayang sebelumnya, vtuber Indonesia bisa jadi BA brand gede 

Tapi fans vtuber kebanyakan pada gatekeeping https://t.co/Bb6EJIZ3NV",2024-09-16 04:48:34,8,0,1,in,,"BudiBukanIntel,VRchama",False
Tokopedia,1828587559443931333,AnyMindGroup,AnyMind Group,"🎉 PT Bintang Toedjoe's Femmy Fyber was recently awarded the Excellent award at the Indonesia Brand Communication Excellence 2024, for a recent campaign!

DDI is also powering Bintag Toedjoe's e-commerce scale on Tokopedia and Shopee! 

https://t.co/4zKN2tIwnW",2024-08-28 00:17:02,1,0,0,en,,,False
Tokopedia,1825732505754055046,24nopembergirls,dayanaa,"@tokopedia #FestivalBeliLokal

Brand lokal: 
1. Prabu Indonesia 
2. Portee Goods

Musisi:
1. Idgitaf
2. Inul Daratista",2024-08-20 03:12:04,0,0,0,in,FestivalBeliLokal,tokopedia,False
Tokopedia,1825708386186572165,syahimusa,syahir Musa,"@Dim_0852 Iyaa, semoga aja TOMA debut bisa sukses dan diundang sama brand-brand keren di Indonesia, kaya Tokopedia dan Shopee!",2024-08-20 01:36:13,0,0,0,in,,Dim_0852,False
Tokopedia,1816165378814533742,tokopedia_Shope,Stationery Indonesia,"Mesin potong kertas pemotong kertas A3 manual 1 rim Eagle brand paper cutting machine. Bekas fungsi ok ori, kontak kami di 0822-1849-8717 atau tokopedia shopee stationery Indonesia https://t.co/AoKzyCHIXI",2024-07-24 17:35:43,0,0,0,in,,,False
Tokopedia,1816341038329651359,nandarifaniSC,M Nanda Rifani,"Dan harapannya brand brand US diatas datang ke Indonesia dengan distributor resminya dan dijual di e-commerce dalam negeri.

Contohnya Alpaka Official di @tokopedia .
Letsgoo 💪🏻 https://t.co/wRvIIhGSsP",2024-07-25 05:13:44,4,0,2,in,,tokopedia,False
Tokopedia,1813214528924168206,hannochs_indo,Hannochs Indonesia,"2 awards yaitu TOP Brand dan Superbrands🙌🏻 Yang mau samaan boleh langsung cek ke IG @hannochs_indo atau bisa langsung beli produknya di Toko Online Hannochs Offciial Store Tokopedia yaa🫶🏻

#Hannochs #NyalakanDuniaMu #Lighting #LampuLED",2024-07-16 14:10:06,0,0,0,in,"Hannochs,NyalakanDuniaMu,Lighting,LampuLED",hannochs_indo,False
Tokopedia,1812700662666506516,GuardianID,Guardian Indonesia,Produk-produk L'Oréal &amp; Maybelline diskon hingga 35% di Guardian Super Brand Day! 😍😊 Promo berlaku 15-22Apr ‘24 hanya di di Shopee/Tokopedia Guardian Official‼️✨#dekatdiguardian https://t.co/LLFLfyQEhM,2024-07-15 04:08:10,1,1,0,in,dekatdiguardian,,False
Tokopedia,1810602683096777061,BelanjaThread,Thread Belanja,"Pada tahun 2022, HMNS menjadi parfum lokal nomor 1 di Indonesia dengan market share-nya mencapai 10,64%.

Brand lokal ini, memenangkan banyak penghargaan dari Female Daily &amp; Tokopedia sebagai brand parfum Indonesia terbaik di tahun 2022 &amp; 2023.

Kok bisa? https://t.co/RghCoVzD88",2024-07-09 09:11:33,0,0,1,in,,,False
Tokopedia,1808446004481651006,ZinusIDN,Zinus Indonesia,"Zinus Brand Spotlight di TikTok dan Tokopedia:
🗓️ Tanggal: 3 - 9 Juli
Promo: 
- Diskon hingga 80%. 
- Gratis Ongkir. 
- Flash Sale Kasur, Bantal, dan Dipan Rp 5,000 setiap harinya. 
- Giveaways Kasur, Dipan, dan Bantal setiap harinya.",2024-07-03 10:21:41,0,0,0,in,,,False
Tokopedia,1800703032092749945,HisenseID,Hisense Indonesia,"Halo Sobat Hisense! Ikuti Tokopedia Super Brand Day dari Hisense Indonesia! Dapatkan diskon hingga 55%, cicilan 0% hingga 3 bulan dengan GoPay Later, flash voucher produk senilai 100K, dan hadiah menarik lainnya.

Promo berlangsung hanya pada hari ini 12 Juni 2024 !

#Teknologi https://t.co/WpQCReOJTS",2024-06-12 01:33:52,25,10,0,in,Teknologi,,False
Tokopedia,1800001918225568250,bedrockasia,bedrock asia,"🇮🇩 Unlock Employer Branding in Indonesia! 🔑
Learn from Gojek, Bank Mandiri, Tokopedia, and Unilever. 🏆📈 Discover top strategies to attract talent and build a strong brand. 🎯💡
Read more! 🚀💼
https://t.co/qriAn5wPJb
#EmployerBranding #Indonesia #BedrockAsia",2024-06-10 03:07:54,1,0,0,en,"EmployerBranding,Indonesia,BedrockAsia",,False
Tokopedia,1796593316311806092,HisenseID,Hisense Indonesia,"Halo sobat Hisense! Super Brand Day hadir kembali dengan banyak promo menarik tanggal 12 Juni! Nantikan diskon sampai dengan 40%, voucher kaget 100K, ditambah banyak hadiah menarik gratis!

Hanya di Hisense Official Store Tokopedia!

#Teknologi #Kualitas #hisenseid https://t.co/mNP040cxaA",2024-05-31 17:23:20,14,5,0,in,"Teknologi,Kualitas,hisenseid",,False
Tokopedia,1792087098411143663,ruangotodotcom,RuangOto.com,"Memperluas Jangkauan Pasar, GOODYEAR INDONESIA Menjadi Brand Ban Pertama Dengan Official Store Di E-COMMERCE Tokopedia, Shopee Dan Lazada https://t.co/aJXfhSf9CM",2024-05-19 06:57:14,0,0,0,in,,,False
Tokopedia,1790713740435800521,GuardianID,Guardian Indonesia,"2 hari lagi, ada promo Somethinc Super Brand Day, diskon hingga 40%, extra diskon 20 ribu, dan free gifts lho🫶🏻🔥 Berlaku di Shopee/Tokopedia Guardian Official🛍️. Promo mulai 17-19 Mei '24. #DekatdiGuardian https://t.co/rR1Db2rqLa",2024-05-15 12:00:00,0,0,0,in,DekatdiGuardian,,False
Tokopedia,1784532918725128368,xallehrazax,om,"Thank you @HmnsId for shipping me HMNS Perfume Essence of the Sun!

HMNS ni perfumery brand asal Indoneaia & merupakan brand perfume terbaik di Tokopedia Indonesia tahun 2022 & 2023.

HMNS dah masuk market Malaysia, cuma setakat ni available 2 jenis saja; EoS & Alpha.

Dekat website official & marketplace diorang kat indo ada lagi banyak jenis perfume, hair & body mist, body spray, room spray & reed diffuser.

🌐 https://t.co/CMHojMhyXt

Siapa nak try HMNS, boleh search kat Shopee Malaysia, or klik link ni (bukan link affiliate):

🔗 https://t.co/Ha7Fscp7vr",2024-04-28 10:39:37,6,1,1,in,,HmnsId,False
Tokopedia,1778250531997106255,detikinet,detikinet,Kehadiran platform Shop Tokopedia membawa dampak positif bagi berbagai brand lokal di Indonesia. https://t.co/qBP03jBR7n,2024-04-11 02:35:39,0,0,0,in,,,False
Tokopedia,1777218425716183424,detikinet,detikinet,"Melalui platform 'Shop I Tokopedia' di aplikasi TikTok, keduanya berupaya mendorong pertumbuhan penjualan untuk brand-brand lokal Indonesia jelang Lebaran 2024. https://t.co/XvqkHmEhmM",2024-04-08 06:14:26,0,0,1,in,,,False
Tokopedia,1774969059622453262,soundofcoops,Sal,"yorobun mikir-mikir lagi deh kalau mau beli Adidas Indonesia di tokopedia/shopee, service nya kureng banget. segede brand gitu gak nyediain size chart, dikira pelanggannya dukun apa ya? 🙃 gue sampe inisiatif cari di website indo nya dan ternyata pas udah gue CO,",2024-04-02 01:16:15,1,0,1,in,,,False
Tokopedia,1774633444846510574,GuardianID,Guardian Indonesia,Produk-produk Skintific discount up to 50% off di Guardian Super Brand Day😍 Promo berlaku 1-3 Apr ‘24 hanya di di Shopee/Tokopedia Guardian Official‼️✨#dekatdiguardian https://t.co/Ym5xbFN1DW,2024-04-01 03:02:39,0,0,0,in,dekatdiguardian,,False
Tokopedia,1771093833704428028,bearbrand_id,BEAR BRAND,"@pickabdoel Hi, @pickabdoel! Wah senang sekali kamu menyukai BEAR BRAND ya. Yuk dapatkan hadiah menarik di Official store Nestlé Indonesia di Tokopedia 😊",2024-03-22 08:37:29,0,0,0,in,,,False
Tokopedia,1766088885380194676,BorneoStreet,Borneo Street ID,"Peringati Hari Perempuan Internasional, Tokopedia Ikut Mendukung Para Perempuan Pengusaha Brand Lokal Indonesia Menjadi Aktif
https://t.co/Vkekbp2GaX",2024-03-08 13:09:37,2,0,0,in,,,False
Tokopedia,1765360788582346776,SpicepageIDN,Spice Page Indonesia,"Puasa berapa hari lagi yak? Udah ada sediaan buat puasa belum? 
Yuk, cek produk menarik dari Toko Ayam Brand Official di @Tokopedia! https://t.co/D99HoBzsSH https://t.co/LnXZfZ3wve",2024-03-06 12:56:25,1,1,0,in,,Tokopedia,False
Tokopedia,1764776120208011589,KuroUsagi,Luly,"Coba cek ini, deh: ""BEAR BRAND GOLD White Malt 140ml 6 pcs"" Rp90.000 di toko Nestle Indonesia Tokopedia. Bisa Bebas Ongkir, lho. https://t.co/nbtA2dihJB
#zonajajan #zonauangᅠᅠ",2024-03-04 22:13:09,0,0,0,in,"zonajajan,zonauangᅠᅠ",,False
Tokopedia,1761421117351456923,btskthv1230,Taehyung Brand Support,"NEW MAGAZINE ALERT WITH COVER STAR V!
Pre Order Now Open only through Tokopedia! 
Harper's Bazaar Indonesia! @KTHIndonesia 
USE THIS LINK NOW! Let's support our cover star! 
#BTSV #KimTaehyung 

https://t.co/I1gaiKkw2M https://t.co/ZYqCSlBVld",2024-02-24 16:01:34,105,36,0,en,"BTSV,KimTaehyung",KTHIndonesia,False
Tokopedia,1760614537987055618,chirojgc26,roro_alvat,"Coba cek ini, deh: ""BEAR BRAND Susu Beruang Susu Steril 189ml x 6pcs Free Container Imlek"" Rp84.200 di toko Nestle Indonesia Tokopedia. Bisa Bebas Ongkir, lho. https://t.co/XkNVSza9X0",2024-02-22 10:36:31,0,0,0,in,,,False
Tokopedia,1759837582819795198,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. Brand Hijack ~ pemasaran tanpa pemasaran ~ bisnis ~ pemasaran https://t.co/yD2TDlvvfN #Tokopedia via @Tokopedia 

#BuRetno
#Rigen
#Mecina
#Indonesia
#HargaiyangkerjadiTPS
#sehun
#GantungMatiKetuaKPU https://t.co/0dySP9IGBt",2024-02-20 07:09:10,0,0,0,in,"Tokopedia,BuRetno,Rigen,Mecina,Indonesia,HargaiyangkerjadiTPS,sehun,GantungMatiKetuaKPU",Tokopedia,False
Tokopedia,1754386104579498099,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. Brand Hijack ~ bisnis ~ ekonomi bisnis

 https://t.co/lVFP14i44v #Tokopedia via @Tokopedia 

#diskualifikasi
#agaklaen
#fadil
#kiky
#indonesia
#makangratis
#ketuakpu https://t.co/rMgBCIB2G1",2024-02-05 06:06:56,0,0,0,in,"Tokopedia,diskualifikasi,agaklaen,fadil,kiky,indonesia,makangratis,ketuakpu",Tokopedia,False
Tokopedia,1781193580503265334,MaybankID,Maybank Indonesia,"Yuk belanja barang dari brand favorit bisa bebas biaya admin di Blibli dan Tokopedia! Nikmati cicilan 0% hingga 24 bulan dengan Maybank Kartu Kredit untuk wujudkan wishlist Kamu!

Periode hingga 31 Desemeber 2024
Info : https://t.co/XXQBpHjaRx   
Mau tau promo lainnya? Cek di https://t.co/CNNPndYTbI
 
Syarat & ketentuan berlaku

#Maybank #MyBank #MaybankPromotion #MaybankOffers",2024-04-19 05:30:17,0,0,0,in,,,False
Tokopedia,1754385685807776254,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. 
Brand Hijack ~ bisnis 
https://t.co/lVFP14iBU3 #Tokopedia via @Tokopedia 

#diskualifikasi
#agaklaen
#fadil
#kiky
#indonesia
#makangratis
#ketuakpu",2024-02-05 06:05:17,0,0,0,in,"Tokopedia,diskualifikasi,agaklaen,fadil,kiky,indonesia,makangratis,ketuakpu",Tokopedia,False
Tokopedia,1753191302886490418,Kamphey,"Kamphey, Google Sheets Wizard 🧙‍♂️",@simplesmartbiz the pen is some disposable fountain pen that looks and feels similar to the pilot fountain pens... but is not pilot. some knock off or alt brand I found in indonesia tokopedia. Closest I could get.,2024-02-01 22:59:13,1,0,1,en,,,False
Tokopedia,1752088984493445624,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. Brand Hijack ~ Pemasaran ~ bisnis
https://t.co/4MoElVzCgd

#leesungkyung
#dilan
#kpps
#Indonesia
#paklurah
#suchwita
#kronologi 
#nissan https://t.co/WuMvCYWH0B",2024-01-29 21:59:00,0,0,0,in,"leesungkyung,dilan,kpps,Indonesia,paklurah,suchwita,kronologi,nissan",,False
Tokopedia,1751251319158104267,_Crescentmoon7,crescent moon lover🇵🇸,"@captaintae1230 @dluvssbts @shamelessdawn and also i said this on other replies but siminvest is a local brand in indonesia, like tokopedia, bts as tokopedia ambassadors for years but bighit barely put their hands to promote it. idk abt compose coffee bcs they also don’t post abt jin’s ramyun brand.",2024-01-27 14:30:25,0,0,1,en,,"captaintae1230,dluvssbts,shamelessdawn",False
Tokopedia,1747830360996757622,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. Brand Hijack ~ Ekonomi ~ pemasaran
https://t.co/4MoElVzCgd

#videotron
#belimbingsayur
#raffi
#Indonesia
#amel
#pbnu
#tokopedia
#mark https://t.co/5HVZ92ABc0",2024-01-18 03:56:45,0,0,0,in,"videotron,belimbingsayur,raffi,Indonesia,amel,pbnu,tokopedia,mark",,False
Tokopedia,1747704938149597507,toko_bn,BNToko,"Coba cek ini di Tokopedia, deh. Brand Hijack Oleh Alex Wipperfürth
https://t.co/4MoElVzCgd

#jungkook
#belimbingsayur
#raffi
#Indonesia
#amel
#videotron
#tokopedia
#kebangun https://t.co/UUVIpV2FFu",2024-01-17 19:38:22,0,0,0,sl,"jungkook,belimbingsayur,raffi,Indonesia,amel,videotron,tokopedia,kebangun",,False
