,brand_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,brand,topic-1_brand_negative,topic0_brand_negative,topic1_brand_negative,topic2_brand_negative,topic3_brand_negative,topic4_brand_negative,topic5_brand_negative,topic6_brand_negative,topic7_brand_negative,topic8_brand_negative,topic-1_brand_neutral,topic0_brand_neutral,topic1_brand_neutral,topic2_brand_neutral,topic3_brand_neutral,topic4_brand_neutral,topic5_brand_neutral,topic6_brand_neutral,topic7_brand_neutral,topic8_brand_neutral,topic-1_brand_positive,topic0_brand_positive,topic1_brand_positive,topic2_brand_positive,topic3_brand_positive,topic4_brand_positive,topic5_brand_positive,topic6_brand_positive,topic7_brand_positive,topic8_brand_positive
12,Le Minerale,0.03456102,-0.0004752446,-0.0009045191,0.026478514,-0.03833276,0.022013627,-0.054361608,0.11280094,Le Minerale,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9227963728564126,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9478998422622681,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393,0.9412188172340393
13,Ultra Milk,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Ultra Milk,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9256199300289154,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9233336611227556,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195,0.9852214977145195
14,SariWangi,0.03456102,-0.0004752446,-0.0009045191,0.026478514,-0.03833276,0.022013627,-0.054361608,0.11280094,SariWangi,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.935955822467804,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.9714269042015076,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253,0.8452247281869253
15,Good Day,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Good Day,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.8521255652109782,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.88198703176835,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332,0.9234973679889332
16,Kopi Kapal Api,0.03456102,-0.0004752446,-0.0009045191,0.026478514,-0.03833276,0.022013627,-0.054361608,0.11280094,Kopi Kapal Api,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9990399479866028,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.9802161231637001,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657,0.8634031414985657
17,Torabika,0.03456102,-0.0004752446,-0.0009045191,0.026478514,-0.03833276,0.022013627,-0.054361608,0.11280094,Torabika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.9567281603813171,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186,0.944501519203186
18,Nescafe,0.03456102,-0.0004752446,-0.0009045191,0.026478514,-0.03833276,0.022013627,-0.054361608,0.11280094,Nescafe,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9988388419151306,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.9400716280495679,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289,0.8935113361007289
19,Cimory,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Cimory,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9662741621335348,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9119518200556437,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841,0.9118711769580841
20,Greenfields,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Greenfields,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.8455277482668558,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.995449165503184,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761,0.912367175022761
21,So Nice,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,So Nice,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.705480545759201,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.8153800070285797,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757,0.9633717119693757
22,Tango,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Tango,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9866194128990173,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.9132359027862549,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399,0.914381186167399
23,SilverQueen,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,SilverQueen,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.6288904547691345,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.942052960395813,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373,0.8823827244341373
24,Chitato,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Chitato,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9168549180030823,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.9189254840215048,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302,0.8580828785896302
25,Qtela,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Qtela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002,0.8910973072052002
26,Wings Group,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Wings Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.8867204934358597,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633,0.7840089797973633
27,So Klin,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,So Klin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.997855806350708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Sunlight,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Sunlight,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.8686844110488892,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9870928989516364,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732,0.9318711620110732
29,Daia,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Daia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9625512361526489,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845,0.9441370368003845
30,Rinso,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Rinso,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9993728995323181,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9137079450819228,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582,0.9029109152880582
31,Mama Lemon,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Mama Lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355,0.8071513175964355
32,Baygon,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Baygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.9692049324512482,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731,0.5461417436599731
33,Hit,0.017074876,0.011350704,0.0076436745,0.006818528,-0.043097034,0.007707797,-0.03524595,0.08283826,Hit,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.843821664651235,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.962124702003267,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928,0.9217594428495928
34,Top Coffee,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Top Coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.8557290434837341,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037,0.9080222589629037
35,Mitu Baby,0.03399226,0.00020760298,-0.0005641221,0.02669937,-0.03797815,0.021126948,-0.054011043,0.113079086,Mitu Baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Wardah,0.027020779,-0.009331392,0.013544092,0.0021908772,-0.061247807,0.01814248,-0.047634326,0.1175712,Wardah,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.8406324858466784,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9354671106526726,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153,0.9095504741843153
37,Make Over,0.053909723,-0.008318365,-0.035284024,0.030081082,-0.06268446,0.04737933,-0.071728624,0.10853209,Make Over,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.8806043836203489,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9356675714742942,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271,0.9334527484832271
38,Emina,0.053909723,-0.008318365,-0.035284024,0.030081082,-0.06268446,0.04737933,-0.071728624,0.10853209,Emina,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9552904566129049,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9440702961550819,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815,0.9474914959498815
39,Sariayu Martha Tilaar,0.053909723,-0.008318365,-0.035284024,0.030081082,-0.06268446,0.04737933,-0.071728624,0.10853209,Sariayu Martha Tilaar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9386879503726959,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454,0.9346445202827454
40,Purbasari,0.053909723,-0.008318365,-0.035284024,0.030081082,-0.06268446,0.04737933,-0.071728624,0.10853209,Purbasari,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.6860296328862509,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.9153555929660797,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463,0.7615895909922463
41,Viva Cosmetics,0.053909723,-0.008318365,-0.035284024,0.030081082,-0.06268446,0.04737933,-0.071728624,0.10853209,Viva Cosmetics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9162185887495676,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179,0.9707068428397179
42,Kahf,0.051615782,-0.008078378,-0.033523872,0.03198035,-0.057818018,0.04385074,-0.06906149,0.10694141,Kahf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9451677902885105,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953,0.9492359161376953
