influencer,influencer_topic_num,influencer_topic_name,influencer_positive,influencer_neutral,influencer_negative
Ayu Tingting,52,"atta, ameena, halilintar",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,53,"anthony, ginting, defeating",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,54,"diskartes, andhika, shopeepay",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,55,"agustinus, wibowo, nol",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,56,"hammer, hammer_brand, mallofindonesia",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,57,"epic, traveloka, spesial",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,58,"lion, air, jet",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,59,"gojek, adl, ecosystem",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,60,"gua, uda, luka",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,61,"fellexandro, saham, pajak",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,62,"yasa, singgih, bagusbagus",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,63,"angelina, vidi, bening",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,64,"sekar, rara, jaga",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,65,"amalee, irfan, hapsah",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,66,"su, da, zelena",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,67,"greysia, polii, medallistas",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,68,"nana, koot, kedo",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,69,"cat, garuda, morgan",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,70,"2025, emanuelle, 04",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,71,"keisya, pre, chef",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,72,"max, 737800, crashed",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,73,"nikel, dana, musk",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,74,"najelaa, shihab, membaca",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,75,"lion, air, jet",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,76,"jampt, express, jntexpressid",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,77,"cushion, artis, indihome",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,78,"pos, lontong, diler",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,79,"dana, nctsmtown_dream, eksplor",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,80,"lazada, etawaku, hisense",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,81,"epic, pengumuman, xperience",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,82,"bus, tanyakanrl, starfess",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,83,"posindonesia, seo, pos",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,84,"somethinc, gelap, lusi",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,85,"samsungid, aiunderstandsyou, itsgalaxys25",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,86,"garuda, dinobatkan, surveinya",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,87,"executive, nutrifood, fill",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,88,"hammer, 3second, equatorial",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,89,"ayla, dimitri, ghassani",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,90,"melati, wijsen, youth",0.8960363703009523,0.9013364298321377,0.8871586476602862
Ayu Tingting,91,"melati, wijsen, desa",0.8960363703009523,0.9013364298321377,0.8871586476602862
Atta Halilintar,-1,"brand, indonesia, the",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,0,"brand, indonesia, the",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,1,"hammerifw, fashion, hammer",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,2,"koot, nana, vindy",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,3,"bank, mandiri, wacoal",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,4,"tamara, que, angel",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,5,"ariel, noah, luna",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,6,"tasya, kamila, alexa",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,7,"arnold, chef, america",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,8,"fypviraltwitter, fypシviral, shopeehaul",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,9,"wahyu, nayaka, julukan",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,10,"sdt, sdm, hermawan",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,11,"combipharid, liliyana, natsir",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,12,"sandy, mangkualam, rauf",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,13,"yumi, kwandy, kinsky",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,14,"sandy, mangkualam, ivar",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,15,"dinda, hauw, mbayang",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,16,"halilintar, atta, diperankan",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,17,"epic, traveloka, promo",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,18,"evercoss, smartphone, kuasai",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,19,"sınıfta, el, dersi",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,20,"indra, bekti, felicya",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,21,"tingting, ayu, depok",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,22,"evercoss, cross, terusmenerus",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,23,"aqua, palestina, pet",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,24,"wardah, kosmetik, halal",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,25,"lion, air, plane",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,26,"garuda, pokemon, timnas",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,27,"erigo, 3second, legend",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,28,"atta, halilintar, saleha",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,29,"lelah, sarangbeo_o, sukaestehpanas",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,30,"tingting, ayu, depok",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,31,"febian, rizky, allobank",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,32,"donna, harun, pardede",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,33,"hidupmu, hutan, memimpin",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,34,"prilly, latuconsina, omara",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,35,"hammer, hammer_brand, sarinah",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,36,"aprilia, manganang, lakilaki",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,37,"diye, dersi, gibi",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,38,"jouska, bir, women",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,39,"gitasav, alya, nurshabrina",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,40,"greenlight, herr, 3secondjourney",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,41,"hammer, cp082187283143, tlpsmswa",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,42,"diskartes, andhika, domani",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,43,"executive, gounder, hood",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,44,"bn, rinso, rosin",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,45,"hammer, menteri, mallofindonesia",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,46,"popmart, jastip, seratus",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,47,"mie, sedaap, siwon",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,48,"bau, gua, fellexandro",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,49,"anthony, ginting, sinisuka",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,50,"anindya, kusuma, putri",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,51,"کا, amalee, irfan",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,52,"atta, ameena, halilintar",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,53,"anthony, ginting, defeating",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,54,"diskartes, andhika, shopeepay",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,55,"agustinus, wibowo, nol",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,56,"hammer, hammer_brand, mallofindonesia",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,57,"epic, traveloka, spesial",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,58,"lion, air, jet",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,59,"gojek, adl, ecosystem",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,60,"gua, uda, luka",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,61,"fellexandro, saham, pajak",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,62,"yasa, singgih, bagusbagus",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,63,"angelina, vidi, bening",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,64,"sekar, rara, jaga",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,65,"amalee, irfan, hapsah",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,66,"su, da, zelena",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,67,"greysia, polii, medallistas",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,68,"nana, koot, kedo",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,69,"cat, garuda, morgan",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,70,"2025, emanuelle, 04",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,71,"keisya, pre, chef",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,72,"max, 737800, crashed",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,73,"nikel, dana, musk",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,74,"najelaa, shihab, membaca",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,75,"lion, air, jet",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,76,"jampt, express, jntexpressid",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,77,"cushion, artis, indihome",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,78,"pos, lontong, diler",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,79,"dana, nctsmtown_dream, eksplor",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,80,"lazada, etawaku, hisense",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,81,"epic, pengumuman, xperience",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,82,"bus, tanyakanrl, starfess",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,83,"posindonesia, seo, pos",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,84,"somethinc, gelap, lusi",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,85,"samsungid, aiunderstandsyou, itsgalaxys25",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,86,"garuda, dinobatkan, surveinya",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,87,"executive, nutrifood, fill",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,88,"hammer, 3second, equatorial",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,89,"ayla, dimitri, ghassani",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,90,"melati, wijsen, youth",0.9218004376073426,0.7903428149124807,0.8808744638352781
Atta Halilintar,91,"melati, wijsen, desa",0.9218004376073426,0.7903428149124807,0.8808744638352781
Prilly Latuconsina,-1,"brand, indonesia, the",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,0,"brand, indonesia, the",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,1,"hammerifw, fashion, hammer",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,2,"koot, nana, vindy",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,3,"bank, mandiri, wacoal",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,4,"tamara, que, angel",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,5,"ariel, noah, luna",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,6,"tasya, kamila, alexa",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,7,"arnold, chef, america",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,8,"fypviraltwitter, fypシviral, shopeehaul",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,9,"wahyu, nayaka, julukan",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,10,"sdt, sdm, hermawan",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,11,"combipharid, liliyana, natsir",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,12,"sandy, mangkualam, rauf",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,13,"yumi, kwandy, kinsky",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,14,"sandy, mangkualam, ivar",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,15,"dinda, hauw, mbayang",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,16,"halilintar, atta, diperankan",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,17,"epic, traveloka, promo",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,18,"evercoss, smartphone, kuasai",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,19,"sınıfta, el, dersi",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,20,"indra, bekti, felicya",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,21,"tingting, ayu, depok",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,22,"evercoss, cross, terusmenerus",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,23,"aqua, palestina, pet",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,24,"wardah, kosmetik, halal",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,25,"lion, air, plane",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,26,"garuda, pokemon, timnas",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,27,"erigo, 3second, legend",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,28,"atta, halilintar, saleha",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,29,"lelah, sarangbeo_o, sukaestehpanas",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,30,"tingting, ayu, depok",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,31,"febian, rizky, allobank",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,32,"donna, harun, pardede",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,33,"hidupmu, hutan, memimpin",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,34,"prilly, latuconsina, omara",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,35,"hammer, hammer_brand, sarinah",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,36,"aprilia, manganang, lakilaki",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,37,"diye, dersi, gibi",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,38,"jouska, bir, women",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,39,"gitasav, alya, nurshabrina",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,40,"greenlight, herr, 3secondjourney",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,41,"hammer, cp082187283143, tlpsmswa",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,42,"diskartes, andhika, domani",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,43,"executive, gounder, hood",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,44,"bn, rinso, rosin",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,45,"hammer, menteri, mallofindonesia",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,46,"popmart, jastip, seratus",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,47,"mie, sedaap, siwon",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,48,"bau, gua, fellexandro",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,49,"anthony, ginting, sinisuka",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,50,"anindya, kusuma, putri",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,51,"کا, amalee, irfan",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,52,"atta, ameena, halilintar",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,53,"anthony, ginting, defeating",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,54,"diskartes, andhika, shopeepay",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,55,"agustinus, wibowo, nol",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,56,"hammer, hammer_brand, mallofindonesia",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,57,"epic, traveloka, spesial",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,58,"lion, air, jet",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,59,"gojek, adl, ecosystem",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,60,"gua, uda, luka",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,61,"fellexandro, saham, pajak",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,62,"yasa, singgih, bagusbagus",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,63,"angelina, vidi, bening",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,64,"sekar, rara, jaga",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,65,"amalee, irfan, hapsah",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,66,"su, da, zelena",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,67,"greysia, polii, medallistas",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,68,"nana, koot, kedo",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,69,"cat, garuda, morgan",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,70,"2025, emanuelle, 04",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,71,"keisya, pre, chef",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,72,"max, 737800, crashed",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,73,"nikel, dana, musk",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,74,"najelaa, shihab, membaca",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,75,"lion, air, jet",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,76,"jampt, express, jntexpressid",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,77,"cushion, artis, indihome",0.9374813169240952,0.9592078980945405,0.9767505526542664
Prilly Latuconsina,78,"pos, lontong, diler",0.9374813169240952,0.9592078980945405,0.9767505526542664
