instagram_account,bio,post_id,post_caption,comment,comment_likes
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_001,rajin-rajin minum matcha biar dapet cowo greenflag. btw biar ga boros mending beli matcha ini! cuma 30rb-an tapi bisa minum matcha berkali-kali 😍💚 #matcha #matchalatte #matchalatterecipe #matchadrink #matchalover #ilovematcha #ilovematcha🧋💚💚 #matchapowder #matchatea #beliditiktokshop #paydaysale #viralditiktok #resepminuman #minumanviral,dh dpt huhu,1.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_001,rajin-rajin minum matcha biar dapet cowo greenflag. btw biar ga boros mending beli matcha ini! cuma 30rb-an tapi bisa minum matcha berkali-kali 😍💚 #matcha #matchalatte #matchalatterecipe #matchadrink #matchalover #ilovematcha #ilovematcha🧋💚💚 #matchapowder #matchatea #beliditiktokshop #paydaysale #viralditiktok #resepminuman #minumanviral,gua suka matcha tapi gua cowok,4.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_001,rajin-rajin minum matcha biar dapet cowo greenflag. btw biar ga boros mending beli matcha ini! cuma 30rb-an tapi bisa minum matcha berkali-kali 😍💚 #matcha #matchalatte #matchalatterecipe #matchadrink #matchalover #ilovematcha #ilovematcha🧋💚💚 #matchapowder #matchatea #beliditiktokshop #paydaysale #viralditiktok #resepminuman #minumanviral,mau dong produk nya,1.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_002,"resep chicken fingers simpel ala anak kost, cuma pake 3 bahan aja lohhh. yuk recook juga pake snack makaroni @officialboncabe ! 🤩 #BonCabe #SnackBonCabe #SnackBonCabeMakroni #TemanMakan #resepsimple #reseptiktok #resepmasakan #resepmudah #viralditiktok #resepanakkost #resepayam #resepchicken #resepchickenfinger #chickenfingers","halo kak,kak punten boleh cek dm nya kak,aku ada tawaran kerja sama",0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@tantiturwanti,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@nirma.hamka,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@cc.2yy__ @adznrawaliaa__,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,1 resep gini jdnya brp cup kak?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,kalo kurang manis liat aku,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@irfaanginanjar,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Ade gw bikin busret asin banget😂,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@raykachyaputrii,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,🔥,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@qodrul_ ini toh,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@mandashf_,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@nadhiva_salsabilla,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@dilafrasilya kek gni buat ny,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Ka itu cracker nya dicelup ke susu full cream ?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@erlinda ini yg td liat di brigif kayana yak?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,kalo pake keju parut bisa ga ka ?? mau coba jualan itu soalnya,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,iki enak @noooppikkkk._,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Itu ygcair itu itu apa?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,ini modalnya berapa yah. kalo sama kaya harga cheesecuit mending beli aja gak usah ribet bikin😂,3.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Mudah yaa bikin nya 😍,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@dwinurbs bisa kaleeeee,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@rdsylvania.zein,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,itu crackers dicelupkan apa kak,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Emoh,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Buat oh q minta,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,save dulu resepnya,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,😍,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Ga pake whipcream ka?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@doyykin,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@viionanoviie,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@anggianggi_19,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@skyld_95,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Yummy 😍,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Bjirr baru nyadar trnyata pake lagu Twice tapi di remix 😭🔥,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@nralyh584,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@_about.bil ini ndaa sih yg dia jual??,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@0708dump_,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Enak! 🥰😍,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,kak beli keju nya dimna brapa ya harga ny?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,"Yuk order Reglow di kami😍 dijamin ORI 100%, Pembelian 1 paket FREE ONGKIR, FREE GIFT, dan FREE POUCH lohh🙌 Mau tanya/konsultasi dulu juga bisaa banget langsung DM atau klik link dibio ajaa😉‼️",0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,Bahan untuk celup nya itu susu full cream atau gmna kk?,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@arissaeou._a,0.0
rereeonni,"Digital creator 📍Bogor 235K followers on Tiktok @rereeonni resep masakan, ide jualan, & review kuliner🍑 business inq DM @rielleagency.id 📩",post_003,resep cheesecuit cuma 4 bahan tanpa oven dan mixer! simpel dan cocok untuk ide jualan. yuk recook! 😍 #resepdessert #dessertrecipe #resep #resepmudah #resepkue #idejualan #idebisnis #dessert #dessertrecipes,@risnawr,0.0
nicoletrisia,"Digital creator 🧸beauty, lifestyle, and travel🎀 CP: +62 878-6477-6040 (Rai) Brand Managed by: @ascen_management",post_004,"breakfast with the giraffes!🦒 a super fun experience even for adults😂 📍Emirates Zoo, Abu Dhabi, UAE 💰AED 2100/group (max 4 person) - approximately IDR 2,400,000 / person (kl full 4 pax ya) price was worth it! other than breakfast and photo sesh with giraffes, it also includes lots of other activities such as animal feeding (hippo, camel, etc), experience african drumming, and also full day free admission to the zoo as well😍 book through their website ya~",ga expect cantik juga jerapahnya 🥰🥰,0.0
nicoletrisia,"Digital creator 🧸beauty, lifestyle, and travel🎀 CP: +62 878-6477-6040 (Rai) Brand Managed by: @ascen_management",post_004,"breakfast with the giraffes!🦒 a super fun experience even for adults😂 📍Emirates Zoo, Abu Dhabi, UAE 💰AED 2100/group (max 4 person) - approximately IDR 2,400,000 / person (kl full 4 pax ya) price was worth it! other than breakfast and photo sesh with giraffes, it also includes lots of other activities such as animal feeding (hippo, camel, etc), experience african drumming, and also full day free admission to the zoo as well😍 book through their website ya~",@iranamira_ ayo ngedate ngasih makan jerapah aja tapi kita tanya dulu jerapah galak apa nggak? 🤣🤣 Jadi gimana ci nikol jerapah galak ga? 🤣🤣,0.0
nicoletrisia,"Digital creator 🧸beauty, lifestyle, and travel🎀 CP: +62 878-6477-6040 (Rai) Brand Managed by: @ascen_management",post_004,"breakfast with the giraffes!🦒 a super fun experience even for adults😂 📍Emirates Zoo, Abu Dhabi, UAE 💰AED 2100/group (max 4 person) - approximately IDR 2,400,000 / person (kl full 4 pax ya) price was worth it! other than breakfast and photo sesh with giraffes, it also includes lots of other activities such as animal feeding (hippo, camel, etc), experience african drumming, and also full day free admission to the zoo as well😍 book through their website ya~",imut bgt 😍😍😍😍 jerapahnya,0.0
nicoletrisia,"Digital creator 🧸beauty, lifestyle, and travel🎀 CP: +62 878-6477-6040 (Rai) Brand Managed by: @ascen_management",post_004,"breakfast with the giraffes!🦒 a super fun experience even for adults😂 📍Emirates Zoo, Abu Dhabi, UAE 💰AED 2100/group (max 4 person) - approximately IDR 2,400,000 / person (kl full 4 pax ya) price was worth it! other than breakfast and photo sesh with giraffes, it also includes lots of other activities such as animal feeding (hippo, camel, etc), experience african drumming, and also full day free admission to the zoo as well😍 book through their website ya~",cutee bgtt laa😍,0.0
