instagram_account,post_id,comment,comment_likes
nicoletrisia,post_005,"kl gbs breakfast sm doi, sm jerapah aja 🤣",0.0
nicoletrisia,post_005,Aaaa seruu baangeettt 😍,0.0
nicoletrisia,post_005,Hahah😂😍 how cute!,0.0
nicoletrisia,post_005,This is my dream!,0.0
nicoletrisia,post_005,@its_isabel_not_isobel,0.0
nicoletrisia,post_005,seru banget😍,0.0
nicoletrisia,post_005,🥹huaa dimana inii😍,0.0
nicoletrisia,post_005,A dream❤️,0.0
nicoletrisia,post_005,😍😍😍😍,0.0
nicoletrisia,post_005,LIFE GOAL ❤️,0.0
nicoletrisia,post_005,Where is this 😍😍,0.0
nicoletrisia,post_005,This is crazy!!!! 😮😮😮,0.0
nicoletrisia,post_005,Kirain ai but it looks sooo amazing😍😍😍,0.0
nicoletrisia,post_005,@karmina_g,0.0
nicoletrisia,post_005,how comeeee,0.0
nicoletrisia,post_006,cantik cc🥹❤️,0.0
nicoletrisia,post_006,masyallahh😍😍,0.0
nicoletrisia,post_006,Cantip nikkk😍,0.0
nicoletrisia,post_006,masyallah tabarakallah bundd ☝🏻,1.0
nicoletrisia,post_006,😍😍😍😍,0.0
nicoletrisia,post_006,ciii nicolee sangat amazing🥹💐,0.0
nicoletrisia,post_006,Stunning!,0.0
nicoletrisia,post_006,cantiik bgt ci nikoll,0.0
nicoletrisia,post_006,Ukhti,0.0
nicoletrisia,post_006,Forward it 📸,0.0
nicoletrisia,post_006,Pwettty buangettt 😍😍😍,0.0
nicoletrisia,post_006,cantiknyaaaaa,0.0
nicoletrisia,post_007,Kerennnn bingit ihhh👏👏👏,0.0
nicoletrisia,post_007,Keren euy 😍👏👏,0.0
nicoletrisia,post_007,Naksir bgt,0.0
nicoletrisia,post_007,"Hello, how are you from Socotra, can I contact you?",0.0
nicoletrisia,post_008,"Hello, how are you, I live on Socotra Island, can I contact you?",0.0
nicoletrisia,post_008,gosonk,0.0
fransiskasonia,post_009,Bangga sekali ♥️,1.0
fransiskasonia,post_009,So proud of u Son!😍❤️,1.0
fransiskasonia,post_009,Congrats Sonia! Ikut bangga 🇮🇩,1.0
fransiskasonia,post_009,Keren banget Sonia👏,1.0
fransiskasonia,post_009,Bangga bgt😍👏🔥,1.0
fransiskasonia,post_009,Keren banget 😍,1.0
fransiskasonia,post_009,You’re amazing!! ♥️🫶🏼 Very proud!!,1.0
fransiskasonia,post_009,"manteeepp keren, son ‼️",1.0
fransiskasonia,post_009,So proud !! Congratulations!! 🙌🙌,1.0
fransiskasonia,post_009,Congratulations!👏,1.0
fransiskasonia,post_009,Ciiii kamu keren banget & sangat sangat menginspirasi🥹,1.0
fransiskasonia,post_009,SO PROUD OF U!!!,1.0
fransiskasonia,post_009,Prouddd 🙌🫶🏻,1.0
fransiskasonia,post_009,👏 👏 proud of you ciii,1.0
fransiskasonia,post_009,KEREN BGTTT SISSS 🔥🔥,1.0
fransiskasonia,post_009,congratulations sonia 🥳🥳🎉🎉,1.0
fransiskasonia,post_009,Congratulation Sonia👏...mantap👍😄,1.0
fransiskasonia,post_009,congrats!! 🎉,1.0
fransiskasonia,post_009,"Watched this video many times, you are really amazing!",1.0
fransiskasonia,post_009,Congrats Sonia! 🥳,1.0
fransiskasonia,post_009,Congratulations!!! 🥳🥂,1.0
fransiskasonia,post_009,congrats! 🥳,1.0
fransiskasonia,post_009,"Idk who you are, but u nailed it ✨",0.0
fransiskasonia,post_009,Proud of you Sonn! Congratulationss ❤️🍻,1.0
fransiskasonia,post_010,keren kaaa... 👏👏,0.0
fransiskasonia,post_010,Keren … selamat … semoga semakin sukses 👍,1.0
fransiskasonia,post_010,Mantap nian...selamat ya mbak🔥👍👍✨ semoga @almadhea bisa nyusul. Aamiin...,2.0
fransiskasonia,post_010,"Hats off to you kak, selamat atas pencapaiannya, keep being a blessing to others😇✨️",1.0
fransiskasonia,post_010,Keren banget kak sonia! Selamat!!❤️,1.0
fransiskasonia,post_010,Congratulations untuk achievement nya mba!!!,1.0
fransiskasonia,post_010,Hen lihai ❤️,1.0
fransiskasonia,post_010,Congrats Sonia! 🤩✨,1.0
fransiskasonia,post_010,gilssss❤️👏👏👏,1.0
fransiskasonia,post_010,"Geloo, tunggu aq menjadi master juga",1.0
fransiskasonia,post_011,😍😍😍,0.0
fransiskasonia,post_011,Cantikk bgt bunga sama orangnya juga ❤️,0.0
blizhh_,post_012,cantik bgtt,0.0
blizhh_,post_012,Kk spil anting hijab nya,0.0
blizhh_,post_012,MasyaAllah😍😍,0.0
blizhh_,post_012,Cakepppp bbgtttt,1.0
blizhh_,post_012,Sumpah super cantikk bangetttt😍🥰,1.0
blizhh_,post_012,😍😍😍,1.0
blizhh_,post_012,@lafiye jadiin muse plis,1.0
blizhh_,post_012,cantikknyaaaa😍😍😍,1.0
blizhh_,post_012,Mashallah kakaaa❤️❤️❤️,1.0
blizhh_,post_012,Cakep bgtt dahhh,1.0
blizhh_,post_012,Cantik kali loohh😍❤,1.0
blizhh_,post_012,Cantik bgt kamuuu,1.0
blizhh_,post_012,neng geulis pisan,1.0
blizhh_,post_012,akhirnyaaa!🥹 masya Allah,1.0
blizhh_,post_012,suka bgt ❤️,1.0
blizhh_,post_012,cantik amaaatt maasyaaAllahhh,1.0
blizhh_,post_013,Cakepppp bgtttttt 💋,0.0
blizhh_,post_013,CANTIK SEKALI❤️😍,0.0
blizhh_,post_013,gw naik motor kemana² auto terbang sih tuh jilbab 😭,0.0
blizhh_,post_013,mana tutor nyetrikanya,0.0
blizhh_,post_013,"bkn muslim tpi enak bgt pembawaa tutornya, lbih fokus ngedengerin step2 ini kyk mau pke jilbab aja 😭",4.0
blizhh_,post_013,CANTIK BGTTTTTT,0.0
blizhh_,post_013,Pake lip product apa kk,0.0
blizhh_,post_013,@_fitrianivika,1.0
blizhh_,post_013,Thanks for tutorial 😍,1.0
blizhh_,post_013,Ini nama kerudung nya apa ka?,0.0
blizhh_,post_013,kak salfokk lip productnya apaa,0.0
blizhh_,post_013,ciputnya beli dimana kak kalo boleh tauu,0.0
blizhh_,post_013,"Susah2 aku dapetin skiv rou warna ini malah kelunturan, sebel banget sama mbakku haaaa mau marah tapi tapi tapiiiii 😩🥲😭😭😭",0.0
blizhh_,post_013,👏,0.0
blizhh_,post_013,Km g @gegesakinah_,0.0
blizhh_,post_013,"Siapa ya yg menciptakan krudung ini awal mula, sudah tdk syar'i, cuma kayak surban, ketika berbondong-bondong yg semua syar'i jadi begini karena perubahan model",33.0
blizhh_,post_013,Kak baju itemnya beli dimana,0.0
blizhh_,post_013,Kak mansetnya apa kak?,0.0
blizhh_,post_013,😍😍😍😍,0.0
blizhh_,post_013,boleh spill cincinnya kakk,0.0
blizhh_,post_013,Spill manset kakk,0.0
blizhh_,post_013,"Spill Ciput nya, yg ada konde nya bukan spill juga ka biar belakang nya ada isi nya",1.0
blizhh_,post_013,model kayak gini kalo buat pergi jalan jalan amburadul ga sih?😭,43.0
blizhh_,post_013,Spill ciputnya ka,1.0
blizhh_,post_013,spill ciputnya dong ka,7.0
blizhh_,post_013,what a babe,1.0
blizhh_,post_013,Kak boleh spil ciputnya?,2.0
blizhh_,post_013,OMAGAHHHHH MAKASIIII😍 cinta bgttt,2.0
blizhh_,post_013,Kak ini tolong rekrut jadi tim kaka dongg @lafiye,1.0
blizhh_,post_014,Halooo kakk boleh minta tolong cek dm yaah,0.0
blizhh_,post_014,"halo kak balqis☺️kami mau ajak kerjasama boleh cek dm nya ya ka, terimakasih❤️",0.0
blizhh_,post_014,Hi kak :) Kenalin aku Bila dari Dazzle Union ingin mengajak kerjasama campaign. Please kindly check your DM/email yaa🙏🏻,0.0
blizhh_,post_014,cantikkkk bgtttttt😍,0.0
blizhh_,post_014,Cakep banget 😢😢,0.0
blizhh_,post_014,😍😍😍,0.0
blizhh_,post_014,GAK TAHAN TOLONGGGG😍,0.0
blizhh_,post_014,Love it 🖤 DM @embracemodels,0.0
blizhh_,post_015,😍,0.0
blizhh_,post_015,Bgs,0.0
talulandjanie,post_016,happy birthday gorgeous,0.0
talulandjanie,post_016,❤️❤️❤️,0.0
talulandjanie,post_016,Birthday kita sama,0.0
talulandjanie,post_016,Happy birthday kak lulll❤️❤️,4.0
talulandjanie,post_016,Happy birthday lulzzz 😍❤️,2.0
talulandjanie,post_016,Happy birthday lov❤️😍,2.0
talulandjanie,post_016,Happy birthday bebbbb suksesss trussss❤️❤️❤️,2.0
talulandjanie,post_016,Pibesdey tentangga wyatb 🥳🥳🥳,3.0
talulandjanie,post_016,Happy birthday Kak Talulaa! Wishing you a wonderful year 😍🔥,0.0
talulandjanie,post_016,happy birthday❤️❤️,0.0
talulandjanie,post_016,Happy birthdaaaay lulaaa😍,0.0
talulandjanie,post_016,HBD Kak Lulaaaa! All the bestt 🔥,0.0
talulandjanie,post_016,Happy birthday 🎂👏 semoga lancar semua yang sedang dikerjakan,0.0
talulandjanie,post_016,Happy birthday neng Lula,0.0
talulandjanie,post_016,Hbd lulee 🔥🙌🏻,0.0
talulandjanie,post_016,happy birthday lula parfume 😍🎂🎉,0.0
talulandjanie,post_016,💋,0.0
talulandjanie,post_016,so pretty talula 😍 happy birthday!,0.0
talulandjanie,post_016,Happy birthday ka lulaaaa!!!! Bahagia selalu ya My luvvlyy❤️❤️❤️,0.0
talulandjanie,post_016,Happy birthday tuuu yuuuuu 🫶🏻💃🏻🎂,0.0
talulandjanie,post_016,happy blessed day kak luls😍❤️,0.0
talulandjanie,post_016,Happy Bday!! Wish u all the Best,0.0
talulandjanie,post_016,HOTTER🔥🔥🔥,0.0
talulandjanie,post_016,happy birthday Lulaaaa!!,0.0
talulandjanie,post_016,Happy Birthday Lula 🎊🥳,0.0
talulandjanie,post_016,Happiest Birthday Lula ❤️🙌,0.0
talulandjanie,post_016,HAPPY BIRTHDAY CANTIKK🩷🩷,0.0
talulandjanie,post_016,Happybirthdayyy kakk lulaaa👏😍✨,0.0
talulandjanie,post_016,happy bday dear luli ❤️,0.0
talulandjanie,post_016,"Happy birthday, Lulaa ❤️🔥",0.0
talulandjanie,post_016,lula happy birthday 🎂,0.0
talulandjanie,post_016,happy birthday kak lulaa🥳🎂❤️,0.0
talulandjanie,post_016,Hbdaaayyy,0.0
talulandjanie,post_016,Happy birthday kak lulll😍🔥,0.0
talulandjanie,post_016,Happppy birthday kak lulaaaaa💖🥰🎊,0.0
talulandjanie,post_016,ya ampun princes bisa ultah juga ya ?😚,0.0
talulandjanie,post_016,happy birthday sweetheart❤️,0.0
talulandjanie,post_017,"omg fallin thru youuu, congrats girliee 💋",0.0
talulandjanie,post_017,congrat syggg ❤️,0.0
talulandjanie,post_017,Iii apa lagi nih? 👀✨️,0.0
talulandjanie,post_017,Finally keluar jugaa yg ditunggu tunggu❤️,0.0
talulandjanie,post_017,😍,0.0
talulandjanie,post_017,Aihh luar biasa kawan kita satu ini,0.0
talulandjanie,post_017,konsepnya 🔥🔥🔥,0.0
talulandjanie,post_017,SUMPAAAAAAHHHHHHHHHHHH AKHIRNYA SI LIMITED INI KELUAR LAGIIIIII😍😍😍,0.0
talulandjanie,post_017,❤️❤️❤️❤️,0.0
talulandjanie,post_017,GEMEEESS BGTTT❤️,1.0
talulandjanie,post_017,"CAKEP AMAAT, CONGRATSS DEARR 🔥",0.0
talulandjanie,post_017,Asli pengen cepet2 beli 🔥,1.0
talulandjanie,post_017,ga sabarr🙌🙌,0.0
talulandjanie,post_017,Apa nihhhh? 👀,1.0
talulandjanie,post_017,Wuidiiiihhhhh kereeennnn bgtttt penasaraaann❤️❤️,0.0
talulandjanie,post_017,mau cobaaaaa😍😍😍❤️❤️❤️,0.0
talulandjanie,post_017,"aaaaaaaaaaa prettyyyy talula, pretty perfume! ❤️❤️❤️❤️❤️❤️",0.0
talulandjanie,post_017,roman romannya blom sebad nih galau bae 😌,1.0
talulandjanie,post_017,Apakah ini ada hubungannya sama masa2 potek hati waktu itu?? 😭😭,0.0
talulandjanie,post_017,"Waaaa keren bgttt lulaaa, so proud of you😍🥳",0.0
talulandjanie,post_017,Awhhhh❤️❤️❤️,1.0
talulandjanie,post_017,Merah menyala kakak🔥🔥🔥,0.0
talulandjanie,post_017,Omgg ga sabaar,0.0
talulandjanie,post_017,Antara salfok cakep sama mau ngamok,0.0
talulandjanie,post_017,ko penasarannn huaaaa kerennnn!! congratulations sayangku🥹❤️✨,0.0
talulandjanie,post_017,finallyy🔥👏,0.0
talulandjanie,post_017,😍😍😍😍,0.0
talulandjanie,post_017,Apaainii ❤️,0.0
talulandjanie,post_017,❤️❤️❤️ bangettt,0.0
talulandjanie,post_017,Waaaa penasaran bakal secantik apa wanginya🔥,0.0
talulandjanie,post_017,Penasaran bangettt 😍😍,0.0
talulandjanie,post_017,AAAAA😍😍😍,0.0
talulandjanie,post_017,Sooo Cute 😍,0.0
talulandjanie,post_017,CONGRATSS KAAA 🔥,0.0
talulandjanie,post_017,arghh lovely ❤️,0.0
talulandjanie,post_017,Omg kaaa 🔥❤️,0.0
talulandjanie,post_017,CAN’T WAIT EUYYY❤️,0.0
talulandjanie,post_017,OMGG?!😍😍 CONGRATULATIONS KAKK🤍,0.0
talulandjanie,post_017,Eleuh eleuh,0.0
talulandjanie,post_018,serem banget pohon nya,0.0
talulandjanie,post_018,This is one of the best smell I ever experienced 😍😍,0.0
talulandjanie,post_018,😍,0.0
talulandjanie,post_018,"Hika, boleh check dm untuk kerjasama 💕🙏🏻",0.0
talulandjanie,post_018,"Yesss wanginya nyaman, and luv ur video 🫶🏻",0.0
talulandjanie,post_018,"Warm and cozyy, enakk bangett inii 🥹🔥👌",0.0
talulandjanie,post_018,Loving this too,0.0
talulandjanie,post_018,It’s sssooo damnn GOOOODD!!!! 🤌🏻🪵🔥✨,0.0
talulandjanie,post_019,Plumpy + glossy 😍 cakep,0.0
talulandjanie,post_019,cakepp bgt lip combonya❤️❤️,0.0
talulandjanie,post_019,Bagus lohhh😍,1.0
talulandjanie,post_019,Sorry salfok eye makeup cakep amaaaat euy😍,0.0
talulandjanie,post_020,😍😍,0.0
talulandjanie,post_020,❤️❤️,0.0
talulandjanie,post_020,akhirnya kesampaian ke museum yaa kak 😅,0.0
talulandjanie,post_020,Ngak ngajak 😒,0.0
yosiiochie,post_021,Bagus banget video and contentnya. Terbaik !! Bikin aku terharu and pengen nangis pagi-pagi beb. 😂🥹,0.0
yosiiochie,post_021,"Wiiiihhhh keren bangeeeeettt... Congrats ya dear jadi salah satu dari 8 orang yg terpilih, so proud of you sist 🥰🤍",0.0
yosiiochie,post_021,Kakkkk proudddd 🙌😍👏,0.0
yosiiochie,post_021,Kerennnnn bangettt,0.0
yosiiochie,post_021,Proud of you ibu...selamat 🔥❤️,0.0
yosiiochie,post_021,"Keren sekaliiiii , so prouddd❤️",0.0
yosiiochie,post_021,"Sukses terus, Teh.. ❤️",0.0
yosiiochie,post_021,Selamat Dan semangattt mom yosiii! 🔥❤️,0.0
yosiiochie,post_021,Kereeeeennn kak ochiiiiii 👏👏,0.0
yosiiochie,post_021,Kaa ochieee😍❤️🔥,0.0
yosiiochie,post_021,Keren kakkk🔥,0.0
yosiiochie,post_021,Congrats kak..kerenn👏👏,0.0
yosiiochie,post_021,Keren banget kakak akuuuu ❤️😍,0.0
yosiiochie,post_021,Beeeb keren bangeeeet,0.0
yosiiochie,post_021,Yeayy”🔥❤️,0.0
yosiiochie,post_021,😍😍😍😍,0.0
yosiiochie,post_021,Yeaaayyy ka Ociiiii Proud of U 😍😍😍😍,0.0
yosiiochie,post_021,Congrats & proud kak 😍,0.0
yosiiochie,post_021,KAKA SAYAANG I’M SO PROUD OF YOUU 😍🥹✨,0.0
yosiiochie,post_021,🔥🔥😍,0.0
yosiiochie,post_021,😍😍😍😍,0.0
yosiiochie,post_021,KERENNN BANGETT😍😍😍,0.0
yosiiochie,post_021,❤️❤️❤️,0.0
yosiiochie,post_021,Semangatt🔥,0.0
yosiiochie,post_021,😍😍😍😍😍,0.0
yosiiochie,post_021,kereennn bangett euiiiii @yosiiochie,0.0
yosiiochie,post_021,Congrats Mam @yosiiochie 😍 keren euyy😍🔥,0.0
yosiiochie,post_022,❤️🔥 kerennn sukses trs ya,0.0
yosiiochie,post_022,😍😍😍😍,0.0
yosiiochie,post_022,Keren banget kaa😍😍😍,0.0
yosiiochie,post_022,❤️❤️❤️❤️,0.0
yosiiochie,post_022,"Proud of you, Kak 👏👏👏",0.0
yosiiochie,post_022,Keren sekali kak yosii😍 Proud of you,0.0
yosiiochie,post_022,keren bangettttt😍😍😍,0.0
yosiiochie,post_022,Sukses teruuus kaaak😍,0.0
yosiiochie,post_022,"Kerennnn kakkkkk, sukses terus 🫶",0.0
yosiiochie,post_022,Keren banget sukses selalu kak Ochie 😍,0.0
yosiiochie,post_022,"Menyalaaa bundd, kerennn abiezz🔥",0.0
yosiiochie,post_022,Aaah plissss ini super kereeennn bangetttt 🩷🩷🩷,0.0
yosiiochie,post_022,😍😍😍🔥🔥🔥,0.0
yosiiochie,post_022,Keren bgt @yosiiochie 👏😍,0.0
yosiiochie,post_022,😍😍😍😍,0.0
yosiiochie,post_022,KEREN BGTTT PANUTANN😍😍,0.0
yosiiochie,post_022,Keren banget lho beb😍😍😍😍,0.0
yosiiochie,post_022,Menyalaaa🔥🔥🔥,0.0
yosiiochie,post_022,mama cancikkkk,0.0
yosiiochie,post_022,😍😍❤️menyala kaka ochi🔥 sukses selalu! @yosiiochie ❤️❤️❤️,0.0
yosiiochie,post_022,🔥🔥,0.0
yosiiochie,post_022,Pengen deh ikut,0.0
yosiiochie,post_023,"Ikutan bangga karena kamua ada di sana kak 😍 Masya Allah, sukses terus kak 😍",0.0
yosiiochie,post_023,Keren banget tehh😍,0.0
yosiiochie,post_023,Kakkkkk MasyaAllah PROUD OF U ❤️❤️❤️❤️ 😍,0.0
yosiiochie,post_023,😍😍😍 yee kerern 🔥👏,0.0
yosiiochie,post_023,Kerennyaaa Kakak akuuu yang cantik iniiii😍😍,0.0
yosiiochie,post_023,Proud ❤️❤️❤️,0.0
yosiiochie,post_023,Keren banget kak! Congrats 😍😍,0.0
yosiiochie,post_023,Proud🔥,0.0
yosiiochie,post_023,So proud of u kk syg..,0.0
yosiiochie,post_023,Aaaa aku kangeeennn❤️❤️❤️,0.0
yosiiochie,post_023,Kak kerennn,0.0
yosiiochie,post_023,Keren bgt mama Oci..,0.0
yosiiochie,post_023,Love❤️😍,0.0
yosiiochie,post_023,Tayang juga kn @yosiiochie kn akhirnya,0.0
yosiiochie,post_024,"So happy to see that you love our product! Thank you and have a lovely day, Whitelabers 🧡",0.0
yosiiochie,post_024,"ini serum aku belum pernah pakai lhoo, jd penasaran",0.0
yosiiochie,post_025,❤️❤️❤️❤️❤️,0.0
yosiiochie,post_025,Aku juga pakai bluebird😍,0.0
yosiiochie,post_025,bentar itu siapa yang kacamata 👓,0.0
vannesaffandi,post_026,🔥🔥🔥🔥,0.0
vannesaffandi,post_026,bagus fotonya,0.0
vannesaffandi,post_026,",😍🫰🏼",0.0
vannesaffandi,post_026,Kayaknya ini memang angle foto termanis deh,0.0
vannesaffandi,post_026,Manis bgt🔥,0.0
vannesaffandi,post_026,🔥🔥😍😍,0.0
vannesaffandi,post_026,"pink pink kyk micellar water nih, kiw😍😍",0.0
vannesaffandi,post_026,🔥🔥🔥,0.0
vannesaffandi,post_026,Mokel ? 😬,0.0
vannesaffandi,post_026,oh pink gini karena micellar garnier ya,0.0
vannesaffandi,post_026,Yang kaya gini 2004?,0.0
vannesaffandi,post_026,kiw cewe,0.0
vannesaffandi,post_026,Wife material,0.0
vannesaffandi,post_026,Manis,0.0
vannesaffandi,post_026,Tobitobtob,0.0
vannesaffandi,post_026,hii kaa kindly check dm yaa aku ada tawaran kerjasama❤️,0.0
vannesaffandi,post_026,Calon BA garnier gantiin tiara andini,0.0
vannesaffandi,post_026,🩷🖤,0.0
vannesaffandi,post_026,ikan sepat ikan hiu,0.0
vannesaffandi,post_026,gokiel,0.0
vannesaffandi,post_026,samlekom,0.0
vannesaffandi,post_026,Happybday,0.0
vannesaffandi,post_026,nawaitu someday with u🫰🏻,0.0
vannesaffandi,post_026,🫶,0.0
vannesaffandi,post_027,hi cantik kiw,0.0
vannesaffandi,post_027,I LOVE U 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻,0.0
vannesaffandi,post_027,😍😍😍,0.0
vannesaffandi,post_027,👩🏻‍❤️‍💋‍👩🏻,0.0
vannesaffandi,post_027,hufftt 😮‍💨,0.0
vannesaffandi,post_027,pemenangnya ttp chez,0.0
vannesaffandi,post_027,tuhkan beneran ampe di post di feeds😋😋,0.0
vannesaffandi,post_027,Aku ada mobil banyak km mau yg apa,0.0
vannesaffandi,post_027,Will you marry me,0.0
vannesaffandi,post_027,pesona cindo,0.0
vannesaffandi,post_027,masyallah🙇🏻,0.0
vannesaffandi,post_027,sholawatin dlu aja wkw,0.0
vannesaffandi,post_027,🤍🖤,0.0
vannesaffandi,post_027,🔥🔥🔥🔥🔥🔥,0.0
vannesaffandi,post_027,ci emas brp ci?,0.0
vannesaffandi,post_027,ya,0.0
vannesaffandi,post_027,TC,0.0
vannesaffandi,post_027,ok,0.0
vannesaffandi,post_027,😍,0.0
vannesaffandi,post_028,Follback yaaa,0.0
vannesaffandi,post_028,Kenapa bandung?,0.0
vannesaffandi,post_028,gaskeun,0.0
vannesaffandi,post_029,Slide-2 itu vibes masak lumpia..ya ? (endorse Righty Good Body Odor Anti Paspirant),0.0
vannesaffandi,post_029,Ada sapi fisip,0.0
vannesaffandi,post_029,yaallah blur jasa😮,0.0
vannesaffandi,post_029,💜💜💜,0.0
vannesaffandi,post_030,💜💜💜,0.0
rizkypahleviii,post_031,Kok mirip Irfan hakim,3.0
rizkypahleviii,post_031,Tiba2 ga ke rekam gmn,28.0
rizkypahleviii,post_031,Asta'ir mi'ah😂,31.0
rizkypahleviii,post_031,Apakah ini anaknya yang viral itu ya,17.0
rizkypahleviii,post_031,Emak lu bang,4.0
rizkypahleviii,post_031,Bang,2.0
rizkypahleviii,post_031,"bang yg viral di tiktok, x itu ibu lu?",1.0
